Region,Country,Name,Industry,Market Value(NOK),Market Value(USD),Voting,Ownership,Incorporation Country
Oceania,Australia,FlexiGroup Ltd,Financials,18689601,3001695,0.6,0.6,Australia
Oceania,Australia,Flight Centre Ltd,Consumer Services,17506828,2811732,0.22,0.22,Australia
Oceania,Australia,Fosters Group Ltd,Consumer Goods,112814280,18118847,0.16,0.16,Australia
Oceania,Australia,Futuris Corp Ltd,Consumer Goods,16632382,2671289,0.24,0.24,Australia
Oceania,Australia,Goodman Fielder Ltd,Consumer Goods,100808331,16190598,0.7,0.7,Australia
Oceania,Australia,GPT Group,Financials,134612620,21619829,0.24,0.24,Australia
Oceania,Australia,Gunns Ltd,Basic Materials,15416766,2476052,0.3,0.3,Australia
Oceania,Australia,GWA International Ltd,Industrials,15465869,2483938,0.3,0.3,Australia
Oceania,Australia,Harvey Norman Holdings Ltd,Consumer Services,29946137,4809581,0.15,0.15,Australia
Oceania,Australia,HFA Holdings Ltd,Financials,22019365,3536480,1.07,1.07,Australia
Oceania,Australia,Iluka Resources Ltd,Basic Materials,16682190,2679289,0.22,0.22,Australia
Oceania,Australia,Insurance Australia Group Ltd,Financials,115063640,18480111,0.21,0.21,Australia
Oceania,Australia,Investa Property Group,Financials,43971805,7062212,0.23,0.23,Australia
Oceania,Australia,James Hardie Industries NV,Industrials,62152069,9982103,0.28,0.28,Netherlands
Oceania,Australia,JB Hi-Fi Ltd,Consumer Services,17679711,2839498,0.53,0.53,Australia
Oceania,Australia,John Fairfax Holdings Ltd,Consumer Services,17398199,2794285,0.07,0.07,Australia
Oceania,Australia,Leighton Holdings Ltd,Industrials,39284909,6309460,0.14,0.14,Australia
Oceania,Australia,Lend Lease Corp Ltd,Industrials,87148733,13996761,0.24,0.24,Australia
Oceania,Australia,Lion Nathan Ltd,Consumer Goods,41987601,6743534,0.2,0.2,Australia
Oceania,Australia,Macquarie Airports Management Ltd,Industrials,26206381,4208948,0.09,0.09,Australia
Oceania,Australia,Macquarie Bank Ltd,Financials,272513790,43767824,0.28,0.28,Australia
Oceania,Australia,Macquarie CountryWide Trust,Financials,30205635,4851259,0.23,0.23,Australia
Oceania,Australia,Macquarie Goodman Group,Financials,178282700,28633581,0.29,0.29,Australia
Oceania,Australia,Macquarie Infrastructure Group,Industrials,94269096,15140346,0.21,0.21,Australia
Oceania,Australia,Macquarie Office Trust,Financials,34801151,5589334,0.23,0.23,Australia
Oceania,Australia,Mayne Pharma Ltd,Health Care,16899163,2714136,0.13,0.13,Australia
Oceania,Australia,Metcash Ltd,Consumer Services,51308370,8240521,0.3,0.3,Australia
Oceania,Australia,Minara Resources Ltd,Basic Materials,21847110,3508815,0.16,0.16,Australia
Oceania,Australia,Mirvac Group,Financials,63262428,10160436,0.23,0.23,Australia
Oceania,Australia,Mortgage Choice Ltd,Financials,14529326,2333522,0.94,0.94,Australia
Oceania,Australia,Multiplex Group,Financials,28777062,4621819,0.18,0.18,Australia
Oceania,Australia,National Australia Bank Ltd,Financials,233147256,37445254,0.07,0.07,Australia
Oceania,Australia,Newcrest Mining Ltd,Basic Materials,212139820,34071297,0.49,0.49,Australia
Oceania,Australia,Novogen Ltd,Health Care,2087213,335223,0.17,0.17,Australia
Oceania,Australia,Nufarm Ltd,Basic Materials,26132697,4197113,0.3,0.3,Australia
Oceania,Australia,Oil Search Ltd,Oil & Gas,84620245,13590666,0.46,0.46,Papua New Guinea
Oceania,Australia,OneSteel Ltd,Basic Materials,28739658,4615812,0.22,0.22,Australia
Oceania,Australia,Orica Ltd,Basic Materials,111708284,17941215,0.3,0.3,Australia
Oceania,Australia,Origin Energy Ltd,Utilities,121797488,19561619,0.35,0.35,Australia
Oceania,Australia,Oxiana Ltd,Basic Materials,46866345,7527098,0.22,0.22,Australia
Oceania,Australia,PaperlinX Ltd,Basic Materials,15472344,2484978,0.18,0.18,Australia
Oceania,Australia,Patties Foods Ltd,Consumer Goods,11030697,1771615,0.79,0.79,Australia
Oceania,Australia,Perpetual Ltd,Financials,34271366,5504247,0.22,0.22,Australia
Oceania,Australia,Promina Group Ltd,Financials,193204162,31030084,0.55,0.55,Australia
Oceania,Australia,Publishing & Broadcasting Ltd,Consumer Services,75284591,12091288,0.11,0.11,Australia
Oceania,Australia,Qantas Airways Ltd,Consumer Services,54722342,8788832,0.11,0.11,Australia
Oceania,Australia,QBE Insurance Group Ltd,Financials,491148726,78882287,0.42,0.42,Australia
Oceania,Australia,Reverse Corp Ltd,Telecommunications,9872763,1585642,0.58,0.58,Australia
Oceania,Australia,Rinker Group Ltd,Industrials,267837167,43016722,0.34,0.34,Australia
Oceania,Australia,Rio Tinto Ltd,Basic Materials,317195352,50944029,0.19,0.19,Australia
Oceania,Australia,RP Data Ltd/New,Technology,2776475,445923,0.26,0.26,Australia
Oceania,Australia,Rural Press Ltd,Consumer Services,15896531,2553106,0.12,0.21,Australia
Oceania,Australia,Santos Ltd,Oil & Gas,84681952,13600577,0.29,0.29,Australia
Oceania,Australia,Seek Ltd,Industrials,17025525,2734431,0.21,0.21,Australia
Oceania,Australia,Sigma Pharmaceuticals Ltd,Consumer Services,19033361,3056905,0.14,0.14,Australia
Oceania,Australia,Sims Group Ltd,Industrials,36624793,5882225,0.29,0.29,Australia
Oceania,Australia,Smorgon Steel Group Ltd,Basic Materials,13319409,2139200,0.16,0.16,Australia
Oceania,Australia,Sonic Healthcare Ltd,Health Care,50681617,8139860,0.24,0.24,Australia
Oceania,Australia,Southern Cross Broadcasting Australia Ltd,Consumer Services,13753262,2208880,0.24,0.24,Australia
Oceania,Australia,SP AusNet,Utilities,17761605,2852651,0.13,0.13,Australia
Oceania,Australia,Spotless Group Ltd,Industrials,14465125,2323211,0.3,0.3,Australia
Oceania,Australia,St George Bank Ltd,Financials,191973642,30832453,0.23,0.23,Australia
Oceania,Australia,Stockland,Financials,173186336,27815066,0.31,0.31,Australia
Oceania,Australia,Suncorp-Metway Ltd,Financials,132303743,21249005,0.23,0.23,Australia
Oceania,Australia,Sydney Roads Group,Industrials,13448975,2160009,0.22,0.22,Australia
Oceania,Australia,Symbion Health Ltd,Health Care,28086238,4510867,0.23,0.23,Australia
Oceania,Australia,TABCORP Holdings Ltd,Consumer Services,121908988,19579527,0.28,0.28,Australia
Oceania,Australia,Tattersalls Ltd,Consumer Services,89551523,14382668,0.37,0.37,Australia
Oceania,Australia,Telstra Corp Ltd,Telecommunications,187794217,30161205,0.11,0.07,Australia
Oceania,Australia,Ten Network Holdings Ltd,Consumer Services,15693698,2520529,0.24,0.24,Australia
Oceania,Australia,Toll Holdings Ltd,Industrials,225750310,36257247,0.4,0.4,Australia
Oceania,Australia,Tower Australia Group Ltd,Financials,11648696,1870871,0.23,0.23,Australia
Oceania,Australia,Transurban Group,Industrials,190166908,30542277,0.61,0.61,Australia
Oceania,Australia,Vision Group Holdings Ltd,Health Care,18907314,3036661,1.42,1.35,Australia
Oceania,Australia,Wesfarmers Ltd,Consumer Services,230442371,37010828,0.33,0.33,Australia
Oceania,Australia,West Australian Newspapers Holdings Ltd,Consumer Services,8796658,1412811,0.07,0.07,Australia
Oceania,Australia,Westfield Group,Financials,495214260,79535243,0.27,0.27,Australia
Oceania,Australia,Westpac Banking Corp,Financials,1417463307,227655578,0.64,0.64,Australia
Oceania,Australia,Woodside Petroleum Ltd,Oil & Gas,296087713,47553978,0.24,0.24,Australia
Oceania,Australia,Woolworths Ltd,Consumer Services,447738980,71910346,0.32,0.32,Australia
Oceania,Australia,WorleyParsons Ltd,Oil & Gas,61514988,9879783,0.29,0.29,Australia
Oceania,Australia,Zinifex Ltd,Basic Materials,150631577,24192597,0.34,0.34,Australia
Europe,Austria,Bank Austria Creditanstalt AG,Financials,432786129,69508802,0.3,0.29,Austria
Europe,Austria,Erste Bank der Oesterreichischen Sparkassen AG,Financials,753120750,120957021,0.51,0.51,Austria
Europe,Austria,EVN AG,Utilities,118795111,19079414,0.4,0.4,Austria
Europe,Austria,Immoeast AG,Financials,115103567,18486524,0.24,0.24,Austria
Europe,Austria,IMMOFINANZ Immobilien Anlagen AG,Financials,189285667,30400743,0.48,0.48,Austria
Europe,Austria,OMV AG,Oil & Gas,293809941,47188151,0.28,0.28,Austria
Europe,Austria,Raiffeisen International Bank Holding AG,Financials,200186425,32151489,0.15,0.15,Austria
Europe,Austria,Semperit AG Holding,Industrials,41557715,6674491,0.84,0.84,Austria
Europe,Austria,Telekom Austria AG,Telecommunications,351767565,56496594,0.42,0.42,Austria
Europe,Austria,Verbund - Oesterreichische Elektrizitaetswirtschafts AG,Utilities,105507200,16945273,0.21,0.1,Austria
Europe,Austria,Voestalpine AG,Basic Materials,224095610,35991489,0.4,0.4,Austria
Europe,Austria,Wiener Staedtische Versicherung AG,Financials,65074265,10451431,0.14,0.14,Austria
Europe,Austria,Wienerberger AG,Industrials,138768334,22287268,0.51,0.51,Austria
Middle East,Bahrain,Investcorp Bank BSC,Financials,35860065,5759404,,0.0,Bahrain
Europe,Belgium,Ackermans & Van Haaren,Industrials,158383368,25437595,0.91,0.91,Belgium
Europe,Belgium,AGFA-Gevaert NV,Industrials,142784453,22932288,0.7,0.7,Belgium
Europe,Belgium,Almancora Comm Va,Financials,358218045,57532591,0.72,0.72,Belgium
Europe,Belgium,Banque Nationale de Belgique,Financials,10108633,1623525,0.09,0.09,Belgium
Europe,Belgium,Belgacom SA,Telecommunications,311210347,49982790,0.31,0.31,Belgium
Europe,Belgium,Colruyt SA,Consumer Services,93640496,15039388,0.2,0.2,Belgium
Europe,Belgium,Deceuninck NV,Industrials,16965731,2724828,0.43,0.43,Belgium
Europe,Belgium,Delhaize Group,Consumer Services,254679380,40903480,0.51,0.51,Belgium
Europe,Belgium,Dexia,Financials,697915510,112090633,0.23,0.36,Belgium
Europe,Belgium,Elia System Operator SA/NV,Utilities,1655223,265842,0.01,0.01,Belgium
Europe,Belgium,Fluxys,Utilities,61107970,9814413,0.39,0.39,Belgium
Europe,Belgium,Groupe Bruxelles Lambert SA,Financials,783848004,125892056,0.71,0.71,Belgium
Europe,Belgium,InBev NV,Consumer Goods,577738189,92789225,0.23,0.23,Belgium
Europe,Belgium,KBC Groep NV,Financials,855520324,137403185,0.31,0.31,Belgium
Europe,Belgium,Mobistar SA,Telecommunications,50407060,8095764,0.15,0.15,Belgium
Europe,Belgium,Nationale A Portefeuille,Financials,71708099,11516876,0.16,0.16,Belgium
Europe,Belgium,RTL Group SA,Consumer Services,43223837,6942083,0.04,0.04,Luxembourg
Europe,Belgium,Sofina SA,Financials,37480435,6019648,0.15,0.15,Belgium
Europe,Belgium,Solvay SA,Basic Materials,177973732,28583959,0.22,0.22,Belgium
Europe,Belgium,UCB SA,Health Care,480922657,77239901,0.63,0.62,Belgium
Europe,Belgium,Umicore,Basic Materials,172367692,27683585,0.58,0.63,Belgium
North America,Bermuda,Allied World Assurance Holdings Ltd/Bermuda,Financials,174355388,28002825,1.07,1.07,Switzerland
North America,Bermuda,Arch Capital Group Ltd,Financials,145358705,23345733,0.47,0.47,Bermuda
North America,Bermuda,Assured Guaranty Ltd,Financials,83659925,13436431,0.69,0.69,Bermuda
North America,Bermuda,Catlin Group Ltd,Financials,85515419,13734438,0.83,0.83,Bermuda
North America,Bermuda,Global Crossing Ltd,Telecommunications,9171414,1473000,0.16,0.16,Bermuda
North America,Bermuda,Hiscox Ltd,Financials,95532974,15343335,0.71,0.71,Bermuda
North America,Bermuda,Platinum Underwriters Holdings Ltd,Financials,342827962,55060824,2.98,2.98,Bermuda
North America,Bermuda,Security Capital Assurance Ltd,Financials,127065726,20407739,1.14,1.14,Bermuda
North America,Bermuda,Warner Chilcott Ltd,Health Care,84228238,13527707,0.39,0.39,Bermuda
Latin America,Brazil,Acesita SA,Basic Materials,10048995,1613946,,0.09,Brazil
Latin America,Brazil,AES Tiete SA,Utilities,22138980,3555692,0.07,0.13,Brazil
Latin America,Brazil,All America Latina Logistica SA,Industrials,55276823,8877886,0.15,0.15,Brazil
Latin America,Brazil,Aracruz Celulose SA,Basic Materials,34793258,5588067,,0.09,Brazil
Latin America,Brazil,Arcelor Brasil SA,Basic Materials,100961919,16215266,0.13,0.13,Brazil
Latin America,Brazil,Banco Bradesco SA,Financials,310909055,49934401,0.01,0.13,Brazil
Latin America,Brazil,Banco do Brasil SA,Financials,116728518,18747503,0.08,0.08,Brazil
Latin America,Brazil,Banco Itau Holding Financeira SA,Financials,414638112,66594090,,0.17,Brazil
Latin America,Brazil,Banco Nossa Caixa SA,Financials,11372401,1826496,0.08,0.08,Brazil
Latin America,Brazil,Bradespar SA,Financials,48441505,7780081,0.07,0.19,Brazil
Latin America,Brazil,Brasil Telecom Participacoes SA,Telecommunications,229881141,36920690,0.1,0.89,Brazil
Latin America,Brazil,Brasil Telecom SA,Telecommunications,15048686,2416935,,0.05,Brazil
Latin America,Brazil,Braskem SA,Basic Materials,20462352,3286412,,0.12,Brazil
Latin America,Brazil,Centrais Eletricas Brasileiras SA,Utilities,103607113,16640104,0.08,0.13,Brazil
Latin America,Brazil,Cia Brasileira de Distribuicao Grupo Pao de Acucar,Consumer Services,35674013,5729523,,0.14,Brazil
Latin America,Brazil,Cia de Bebidas das Americas,Consumer Goods,171811619,27594276,,0.09,Brazil
Latin America,Brazil,Cia de Concessoes Rodoviarias,Industrials,49206727,7902981,0.15,0.15,Brazil
Latin America,Brazil,Cia de Saneamento Basico do Estado de Sao Paulo,Utilities,110272014,17710539,0.08,0.45,Brazil
Latin America,Brazil,Cia de Transmissao de Energia Eletrica Paulista,Utilities,8154699,1309708,,0.06,Brazil
Latin America,Brazil,Cia Energetica de Minas Gerais,Utilities,80156005,12873675,0.05,0.17,Brazil
Latin America,Brazil,Cia Paranaense de Energia,Utilities,34967053,5615979,0.13,0.19,Brazil
Latin America,Brazil,Cia Siderurgica Nacional SA,Basic Materials,65047657,10447157,0.13,0.13,Brazil
Latin America,Brazil,Cia Vale do Rio Doce,Basic Materials,662228766,106359065,0.09,0.15,Brazil
Latin America,Brazil,Companhia de Saneamento de Minas Gerais,Utilities,32874253,5279859,0.39,0.39,Brazil
Latin America,Brazil,Cosan SA Industria e Comercio,Consumer Goods,20852720,3349108,0.09,0.09,Brazil
Latin America,Brazil,CPFL Energia SA,Utilities,11709096,1880571,0.03,0.03,Brazil
Latin America,Brazil,EDP - Energias do Brasil SA,Utilities,15841750,2544308,0.1,0.1,Brazil
Latin America,Brazil,Eletropaulo Metropolitana de Sao Paulo SA,Utilities,20002295,3212523,,0.16,Brazil
Latin America,Brazil,Empresa Brasileira de Aeronautica SA,Industrials,104739992,16822053,0.22,0.22,Brazil
Latin America,Brazil,Gerdau SA,Basic Materials,67114079,10779041,0.05,0.1,Brazil
Latin America,Brazil,Gol Linhas Aereas Inteligentes SA,Consumer Services,22788427,3659998,,0.06,Brazil
Latin America,Brazil,Guararapes Confeccoes SA,Consumer Goods,9920815,1593360,0.1,0.06,Brazil
Latin America,Brazil,Investimentos Itau SA,Financials,159238284,25574901,,0.15,Brazil
Latin America,Brazil,Klabin SA,Industrials,23497248,3773840,,0.14,Brazil
Latin America,Brazil,Lojas Americanas SA,Consumer Services,31298769,5026825,,0.12,Brazil
Latin America,Brazil,Metalurgica Gerdau SA,Basic Materials,26636661,4278054,,0.11,Brazil
Latin America,Brazil,Natura Cosmeticos SA,Consumer Goods,81641672,13112284,0.22,0.22,Brazil
Latin America,Brazil,NET Servicos de Comunicacao SA,Consumer Services,25062053,4025160,,0.2,Brazil
Latin America,Brazil,Perdigao SA,Consumer Goods,23337968,3748258,0.16,0.16,Brazil
Latin America,Brazil,Petroleo Brasileiro SA,Oil & Gas,1257858640,202021833,0.06,0.19,Brazil
Latin America,Brazil,Profarma Distribuidora de Produtos Farmaceuticos SA,Consumer Services,40040534,6430820,1.29,1.29,Brazil
Latin America,Brazil,Sadia SA,Consumer Goods,18961128,3045304,,0.13,Brazil
Latin America,Brazil,Souza Cruz SA,Consumer Goods,21771104,3496608,0.06,0.06,Brazil
Latin America,Brazil,Submarino SA,Consumer Services,75072930,12057294,0.69,0.69,Brazil
Latin America,Brazil,Tele Norte Leste Participacoes SA,Telecommunications,69312766,11132167,0.1,0.15,Brazil
Latin America,Brazil,Telecomunicacoes de Sao Paulo SA,Telecommunications,22006874,3534474,0.04,0.03,Brazil
Latin America,Brazil,Telemar Norte Leste SA,Telecommunications,11543611,1853993,,0.03,Brazil
Latin America,Brazil,Telemig Celular Participacoes SA,Telecommunications,7983240,1282170,0.1,0.15,Brazil
Latin America,Brazil,Tim Participacoes SA,Telecommunications,163135970,26200899,0.1,0.26,Brazil
Latin America,Brazil,Tractebel Energia SA,Utilities,34612796,5559083,0.1,0.1,Brazil
Latin America,Brazil,Usinas Siderurgicas de Minas Gerais SA,Basic Materials,66532498,10685634,0.07,0.12,Brazil
Latin America,Brazil,Vivo Participacoes SA,Telecommunications,161653808,25962853,0.02,0.35,Brazil
Latin America,Brazil,Votorantim Celulose e Papel SA,Basic Materials,20845887,3348011,,0.08,Brazil
Latin America,Brazil,Weg SA,Industrials,36220217,5817247,,0.14,Brazil
Latin America,British Virgin Islands,UTi Worldwide Inc,Industrials,230699218,37052080,1.26,1.26,British Virgin Islands
North America,Canada,Abitibi-Consolidated Inc,Basic Materials,207749067,33366108,2.95,2.95,Canada
North America,Canada,Agricore United,Consumer Goods,37903822,6087647,1.29,1.29,Canada
North America,Canada,Agrium Inc,Basic Materials,94922085,15245222,0.37,0.37,Canada
North America,Canada,Alcan Inc,Basic Materials,156294204,25102059,0.14,0.14,Canada
North America,Canada,Algoma Steel Inc,Basic Materials,13519157,2171281,0.24,0.24,Canada
North America,Canada,Bank of Montreal,Financials,1079437291,173365983,0.58,0.58,Canada
North America,Canada,Bank of Nova Scotia,Financials,574445436,92260383,0.21,0.21,Canada
North America,Canada,Banro Corp,Basic Materials,853982,137156,0.03,0.03,Canada
North America,Canada,Barrick Gold Corp,Basic Materials,746129089,119834106,0.45,0.45,Canada
North America,Canada,BCE Inc,Telecommunications,15542140,2496188,0.01,0.01,Canada
North America,Canada,Bell Aliant Regional Communications Income Fund,Oil & Gas,82078,13182,,0.0,Canada
North America,Canada,Bema Gold Corp,Basic Materials,284387523,45674837,1.8,1.8,Canada
North America,Canada,Biovail Corp,Health Care,13309326,2137581,0.06,0.06,Canada
North America,Canada,Bombardier Inc,Industrials,59749740,9596271,0.08,0.16,Canada
North America,Canada,Brookfield Asset Management Inc,Financials,161448095,25929814,0.14,0.14,Canada
North America,Canada,Brookfield Properties Corp,Financials,62267793,10000689,0.1,0.1,Canada
North America,Canada,Cameco Corp,Basic Materials,201874514,32422609,0.23,0.23,Canada
North America,Canada,Canadian Imperial Bank of Commerce/CA,Financials,963451280,154737732,0.55,0.55,Canada
North America,Canada,Canadian National Railway Co,Industrials,343980110,55245868,0.25,0.25,Canada
North America,Canada,Canadian Natural Resources Ltd,Oil & Gas,522574868,83929568,0.29,0.29,Canada
North America,Canada,Canadian Pacific Railway Ltd,Industrials,122483158,19671743,0.24,0.24,Canada
North America,Canada,Canadian Tire Corp Ltd,Consumer Services,65768872,10562990,,0.21,Canada
North America,Canada,Canadian Utilities Ltd,Utilities,32542341,5226552,,0.1,Canada
North America,Canada,Canadian Western Bank,Financials,47922970,7696800,0.55,0.55,Canada
North America,Canada,Cardiome Pharma Corp,Health Care,11097256,1782305,0.3,0.3,Canada
North America,Canada,Celestica Inc,Industrials,20434603,3281955,0.21,0.19,Canada
North America,Canada,CGI Group Inc,Technology,19490201,3130277,0.15,0.14,Canada
North America,Canada,CHC Helicopter Corp,Oil & Gas,28877808,4637999,0.59,0.51,Canada
North America,Canada,Cinram International Income Fund,Consumer Services,132096277,21215684,1.98,1.82,Canada
North America,Canada,Cognos Inc,Technology,35962208,5775809,0.15,0.15,Canada
North America,Canada,Compton Petroleum Corp,Oil & Gas,15325009,2461315,0.21,0.21,Canada
North America,Canada,Cott Corp,Consumer Goods,31487611,5057154,0.49,0.49,Canada
North America,Canada,Crystallex International Corp,Basic Materials,52158598,8377075,0.95,0.95,Canada
North America,Canada,Descartes Systems Group Inc,Technology,2777705,446121,0.26,0.26,Canada
North America,Canada,Domtar Inc,Basic Materials,163759587,26301057,1.35,1.34,United States
North America,Canada,Eastern Platinum Ltd,Basic Materials,27862651,4474957,0.8,0.8,Canada
North America,Canada,Eldorado Gold Corp,Basic Materials,59390426,9538562,0.52,0.52,Canada
North America,Canada,Enbridge Inc,Oil & Gas,160739803,25816056,0.21,0.21,Canada
North America,Canada,EnCana Corp,Oil & Gas,631679260,101452578,0.27,0.27,Canada
North America,Canada,Ensign Energy Services Inc,Oil & Gas,5014125,805307,0.03,0.03,Canada
North America,Canada,Entree Gold Inc,Basic Materials,25006160,4016183,3.66,3.66,Canada
North America,Canada,Finning International Inc,Industrials,35574164,5713486,0.16,0.16,Canada
North America,Canada,First National Financial Income Fund,Financials,12294848,1974648,1.44,1.42,Canada
North America,Canada,Galleon Energy Inc,Oil & Gas,27948952,4488818,0.5,0.5,Canada
North America,Canada,George Weston Ltd,Consumer Services,48103884,7725856,0.09,0.09,Canada
North America,Canada,Gerdau Ameristeel Corp,Basic Materials,14052723,2256976,0.08,0.08,Canada
North America,Canada,Goldcorp Inc,Basic Materials,204327583,32816591,0.16,0.16,Canada
North America,Canada,Great-West Lifeco Inc,Financials,35947868,5773506,0.02,0.02,Canada
North America,Canada,Husky Energy Inc,Oil & Gas,158039379,25382347,0.09,0.09,Canada
North America,Canada,IGM Financial Inc,Financials,38969116,6258742,0.06,0.06,Canada
North America,Canada,Imperial Oil Ltd,Oil & Gas,188158444,30219702,0.09,0.09,Canada
North America,Canada,Ivanhoe Mines Ltd/CA,Basic Materials,193983192,31155202,0.85,0.85,Canada
North America,Canada,Laurentian Bank of Canada,Financials,12673006,2035383,0.33,0.33,Canada
North America,Canada,Loblaw Cos Ltd,Consumer Services,7547210,1212140,0.01,0.01,Canada
North America,Canada,MagIndustries Corp,Basic Materials,16318955,2620950,1.79,1.79,Canada
North America,Canada,Magna International Inc,Consumer Goods,140856504,22622645,0.26,0.26,Canada
North America,Canada,Manulife Financial Corp,Financials,584204644,93827787,0.18,0.18,Canada
North America,Canada,Maple Leaf Foods Inc,Consumer Goods,20183807,3241676,0.29,0.24,Canada
North America,Canada,MDS Inc,Health Care,19828069,3184541,0.12,0.12,Canada
North America,Canada,Molson Coors Canada Inc,Consumer Goods,6575273,1056040,,0.07,Canada
North America,Canada,National Bank of Canada,Financials,81810325,13139371,0.14,0.14,Canada
North America,Canada,Nexen Inc,Oil & Gas,264573669,42492579,0.29,0.29,Canada
North America,Canada,Nortel Networks Corp,Technology,704256216,113108999,0.98,0.97,Canada
North America,Canada,Nova Chemicals Corp,Basic Materials,70953584,11395695,0.49,0.49,Canada
North America,Canada,Novagold Resources Inc,Basic Materials,103660210,16648632,1.06,1.06,Canada
North America,Canada,OPTI Canada Inc,Oil & Gas,34056877,5469798,0.19,0.19,Canada
North America,Canada,Orezone Resources Inc,Basic Materials,37927797,6091498,3.12,3.23,Canada
