Region,Country,Name,Industry,Market Value(NOK),Market Value(USD),Incorporation Country
Europe,Austria,Raiffeisenlandesbank Niederoesterreich-Wien AG,Securitized Bonds,240242637,27141920,Austria
Europe,Austria,Telekom Finanzmanagement GmbH,Corporate Bonds,83172142,9396549,Austria
Europe,Austria,UniCredit Bank Austria AG,Corporate Bonds/Securitized Bonds,193539493,21865534,Austria
Europe,Austria,Verbund AG,Government Related Bonds,175332516,19808562,Austria
Latin America,Bahamas,Government of the Bahamas,Government,178387970,20153758,Bahamas
Middle East,Bahrain,Government of Bahrain,Government,180257743,20365000,Bahrain
Europe,Belgium,Anheuser-Busch Cos LLC,Corporate Bonds,109454958,12365906,United States
Europe,Belgium,Anheuser-Busch InBev Finance Inc,Corporate Bonds,130133629,14702122,United States
Europe,Belgium,Anheuser-Busch InBev SA/NV,Corporate Bonds,284117674,32098796,Belgium
Europe,Belgium,Anheuser-Busch InBev Worldwide Inc,Corporate Bonds,1111794549,125607342,United States
Europe,Belgium,Brussels Airport Co NV/SA,Corporate Bonds,85228557,9628877,Belgium
Europe,Belgium,Elia System Operator SA/NV,Corporate Bonds,358739048,40529303,Belgium
Europe,Belgium,Flemish Community,Government Related Bonds,249696098,28209945,Belgium
Europe,Belgium,Government of Belgium,Government,10836819222,1224312588,Belgium
Europe,Belgium,KBC Bank NV,Corporate Bonds/Securitized Bonds,1406356910,158886148,Belgium
Latin America,Brazil,Centrais Eletricas Brasileiras SA,Government Related Bonds,209793591,23701875,Brazil
Latin America,Brazil,Embraer Overseas Ltd,Corporate Bonds,68324297,7719082,Cayman Islands
Latin America,Brazil,Government of Brazil,Government,22921500680,2589605052,Brazil
Latin America,Brazil,GTL Trade Finance Inc,Corporate Bonds,94524063,10679056,British Virgin Islands
Latin America,Brazil,Petrobras Global Finance BV,Government Related Bonds,962872000,108782502,Netherlands
Latin America,Brazil,Telemar Norte Leste SA,Corporate Bonds,24683588,2788681,Brazil
Latin America,Brazil,Vale Canada Ltd,Corporate Bonds,58970324,6662297,Canada
Latin America,Brazil,Vale Overseas Ltd,Corporate Bonds,525810616,59404567,Cayman Islands
Latin America,Brazil,Vale SA,Corporate Bonds,37064334,4187422,Brazil
Latin America,Brazil,VRG Linhas Aereas SA,Government Related Bonds,69790068,7884681,Brazil
Europe,Bulgaria,Government of Bulgaria,Government,561368072,63421746,Bulgaria
North America,Canada,407 International Inc,Corporate Bonds,65120361,7357111,Canada
North America,Canada,Agrium Inc,Corporate Bonds,451600167,51020485,Canada
North America,Canada,Air Canada,Corporate Bonds,88891526,10042708,Canada
North America,Canada,Alimentation Couche-Tard Inc,Corporate Bonds,503685852,56904975,Canada
North America,Canada,AltaGas Ltd,Corporate Bonds,95303670,10767134,Canada
North America,Canada,Bank of Montreal,Corporate Bonds/Securitized Bonds,740711080,83683402,Canada
North America,Canada,Bank of Nova Scotia/The,Corporate Bonds/Securitized Bonds,3493729627,394711499,Canada
North America,Canada,Bell Canada,Corporate Bonds,1146085452,129481430,Canada
North America,Canada,Brookfield Asset Management Inc,Corporate Bonds,306894603,34672067,Canada
North America,Canada,Brookfield Renewable Energy Partners ULC,Corporate Bonds,21338151,2410723,Canada
North America,Canada,Caisse Centrale Desjardins,Corporate Bonds/Securitized Bonds,4589106847,518464059,Canada
North America,Canada,Canada Mortgage & Housing Corp,Government Related Bonds,19469391729,2199595737,Canada
North America,Canada,Canadian Government Real Return Bond,Government,1039141411,117399200,Canada
North America,Canada,Canadian National Railway Co,Corporate Bonds,265554679,30001602,Canada
North America,Canada,Canadian Natural Resources Ltd,Corporate Bonds,588953551,66538274,Canada
North America,Canada,Canadian Pacific Railway Co,Corporate Bonds,529681452,59841883,Canada
North America,Canada,Capital Desjardins Inc,Corporate Bonds,21471450,2425782,Canada
North America,Canada,CDP Financial Inc,Government Related Bonds,4956164390,559933162,Canada
North America,Canada,Cenovus Energy Inc,Corporate Bonds,277179962,31314993,Canada
North America,Canada,City of Montreal Canada,Government Related Bonds,171512474,19376985,Canada
North America,Canada,City of Toronto Canada,Government Related Bonds,689488435,77896415,Canada
North America,Canada,Dollarama Inc,Corporate Bonds,98572519,11136439,Canada
North America,Canada,Enbridge Gas Distribution Inc,Corporate Bonds,32143100,3631435,Canada
North America,Canada,Enbridge Inc,Corporate Bonds,1225789282,138486139,Canada
North America,Canada,Enbridge Pipelines Inc,Corporate Bonds,72519612,8193057,Canada
North America,Canada,Encana Corp,Corporate Bonds,106228926,12001438,Canada
North America,Canada,EPCOR Utilities Inc,Corporate Bonds,21321087,2408795,Canada
North America,Canada,Export Development Canada,Government Related Bonds,1029394204,116297989,Canada
North America,Canada,Fairfax Financial Holdings Ltd,Corporate Bonds,104469634,11802678,Canada
North America,Canada,Goldcorp Inc,Corporate Bonds,267036964,30169066,Canada
North America,Canada,Government of Canada,Government,8452801555,954973146,Canada
North America,Canada,Greater Toronto Airports Authority,Corporate Bonds,147749923,16692360,Canada
North America,Canada,HSBC Bank Canada,Corporate Bonds,390301994,44095194,Canada
North America,Canada,Husky Energy Inc,Corporate Bonds,767779294,86741491,Canada
North America,Canada,Hydro-Quebec,Government Related Bonds,618863322,69917394,Canada
North America,Canada,John Deere Canada Funding Inc,Corporate Bonds,164511223,18586004,Canada
North America,Canada,Kraft Canada Inc,Corporate Bonds,226708210,25612840,Canada
North America,Canada,Loblaw Cos Ltd,Corporate Bonds,102130663,11538428,Canada
North America,Canada,Magna International Inc,Corporate Bonds,560458417,63318976,Canada
North America,Canada,Manufacturers Life Insurance Co/The,Corporate Bonds,111291438,12573386,Canada
North America,Canada,Maritime Link Financing Trust,Government Related Bonds,139276284,15735033,Canada
North America,Canada,Methanex Corp,Corporate Bonds,176560622,19947310,Canada
North America,Canada,Metro Inc,Corporate Bonds,21981582,2483416,Canada
North America,Canada,Municipal Finance Authority of British Columbia,Government Related Bonds,2048374599,231419456,Canada
North America,Canada,National Bank of Canada,Corporate Bonds/Securitized Bonds,956837894,108100786,Canada
North America,Canada,NOVA Chemicals Corp,Government Related Bonds,103914849,11740000,Canada
North America,Canada,Ontario Electricity Financial Corp,Government Related Bonds,281631927,31817963,Canada
North America,Canada,Pembina Pipeline Corp,Corporate Bonds,212372755,23993262,Canada
North America,Canada,Petro-Canada,Corporate Bonds,201204825,22731541,Canada
North America,Canada,Province of Alberta Canada,Government Related Bonds,750883663,84832671,Canada
North America,Canada,Province of British Columbia Canada,Government Related Bonds,1222298026,138091706,Canada
North America,Canada,Province of Manitoba Canada,Government Related Bonds,829607972,93726717,Canada
North America,Canada,Province of New Brunswick Canada,Government Related Bonds,968899639,109463487,Canada
North America,Canada,Province of Nova Scotia Canada,Government Related Bonds,301009966,34007238,Canada
North America,Canada,Province of Ontario Canada,Government Related Bonds,16101503605,1819101448,Canada
North America,Canada,Province of Quebec Canada,Government Related Bonds,9610994046,1085822394,Canada
North America,Canada,Regional Municipality of Peel Ontario,Government Related Bonds,107289250,12121230,Canada
North America,Canada,Regional Municipality of York,Government Related Bonds,224933590,25412348,Canada
North America,Canada,Rogers Communications Inc,Corporate Bonds,1288779595,145602602,Canada
North America,Canada,Royal Bank of Canada,Corporate Bonds/Securitized Bonds,9256863035,1045813693,Canada
North America,Canada,RONA Inc,Corporate Bonds,26361310,2978225,Canada
North America,Canada,Shaw Communications Inc,Corporate Bonds,173884738,19644996,Canada
North America,Canada,Shoppers Drug Mart Corp,Corporate Bonds,135569918,15316298,Canada
North America,Canada,Sobeys Inc,Corporate Bonds,137279396,15509430,Canada
North America,Canada,Suncor Energy Inc,Corporate Bonds,281398960,31791643,Canada
North America,Canada,Sun Life Financial Inc,Corporate Bonds,64827393,7324012,Canada
North America,Canada,Teck Resources Ltd,Corporate Bonds,277346283,31333783,Canada
North America,Canada,TELUS Corp,Corporate Bonds,626573111,70788423,Canada
North America,Canada,Thomson Reuters Corp,Corporate Bonds,1316855001,148774481,Canada
North America,Canada,Toronto-Dominion Bank/The,Corporate Bonds/Securitized Bonds,4039932187,456419889,Canada
North America,Canada,TransCanada PipeLines Ltd,Corporate Bonds,1237311046,139787834,Canada
North America,Canada,Union Gas Ltd,Corporate Bonds,209201297,23634959,Canada
North America,Canada,Yellow Pages Digital & Media Solutions Ltd,Corporate Bonds,13241726,1496012,Canada
Latin America,Chile,Banco Central de Chile,Government,2217152547,250487502,Chile
Latin America,Chile,Banco del Estado de Chile,Government Related Bonds,46096522,5207852,Chile
Latin America,Chile,Cencosud SA,Corporate Bonds,170995287,19318554,Chile
Latin America,Chile,Corpbanca SA,Corporate Bonds,265712738,30019459,Chile
Latin America,Chile,Corp Nacional del Cobre de Chile,Government Related Bonds,667345873,75394812,Chile
Latin America,Chile,Empresa de Transporte de Pasajeros Metro SA,Corporate Bonds,259044998,29266157,Chile
Latin America,Chile,Empresa Nacional de Telecomunicaciones SA,Corporate Bonds,769031719,86882986,Chile
Latin America,Chile,Government of Chile,Government,8114362132,916737236,Chile
Latin America,Chile,Transelec SA,Corporate Bonds,126302508,14269293,Chile
Asia,China,Agricultural Bank of China Ltd,Corporate Bonds,543405486,61392385,China
Asia,China,Agricultural Development Bank of China,Government Related Bonds,414953150,46880210,China
Asia,China,Bank of China Ltd,Government Related Bonds,399222759,45103036,China
Asia,China,China Development Bank Corp,Government Related Bonds,378441495,42755229,China
Asia,China,Export-Import Bank of China/The,Government Related Bonds,5611586476,633980859,China
Asia,China,Government of China,Government,21543949972,2433973346,China
Asia,China,Nexen Energy ULC,Government Related Bonds,344534479,38924512,Canada
Asia,China,People's Bank Of China,Government,315997716,35700511,China
Asia,China,Sinopec Group Overseas Development 2013 Ltd,Government Related Bonds,232632006,26282093,British Virgin Islands
Latin America,Colombia,Ecopetrol SA,Government Related Bonds,1292397309,146011321,Colombia
Latin America,Colombia,Government of Colombia,Government,8059325330,910519337,Colombia
Latin America,Colombia,Oleoducto Central SA,Government Related Bonds,216213697,24427200,Colombia
Europe,Czech Republic,Ceska Exportni Banka AS,Government Related Bonds,241818147,27319917,Czech Republic
Europe,Czech Republic,Ceske Drahy AS,Government Related Bonds,149915340,16937003,Czech Republic
Europe,Czech Republic,CEZ AS,Government Related Bonds,348000677,39316113,Czech Republic
Europe,Czech Republic,EP Energy AS,Corporate Bonds,40448164,4569717,Czech Republic
Europe,Czech Republic,Government of the Czech Republic,Government,7972336689,900691611,Czech Republic
Europe,Denmark,AP Moeller - Maersk A/S,Corporate Bonds,330119865,37295990,Denmark
Europe,Denmark,DONG Energy A/S,Government Related Bonds,237737341,26858879,Denmark
Europe,Denmark,Government of Denmark,Government,11103127860,1254399370,Denmark
Europe,Denmark,ISS Global A/S,Corporate Bonds,153624041,17356001,Denmark
Europe,Denmark,Kommunekredit,Government Related Bonds,1679660228,189763169,Denmark
Europe,Denmark,Nordea Kredit Realkreditaktieselskab,Corporate Bonds/Securitized Bonds,1799301949,203279946,Denmark
Europe,Denmark,Nykredit Realkredit A/S,Corporate Bonds/Securitized Bonds,782046590,88353369,Denmark
Europe,Denmark,Realkredit Danmark A/S,Corporate Bonds/Securitized Bonds,230776248,26072435,Denmark
Europe,Denmark,TDC A/S,Corporate Bonds,349492483,39484653,Denmark
Europe,Estonia,Eesti Energia AS,Government Related Bonds,115386291,13036010,Estonia
Europe,Finland,Aktia Hypoteksbank Abp,Securitized Bonds,218088952,24639061,Finland
Europe,Finland,Citycon Treasury BV,Corporate Bonds,97416353,11005819,Netherlands
Europe,Finland,Elisa OYJ,Corporate Bonds,478637229,54075054,Finland
Europe,Finland,Finnvera OYJ,Government Related Bonds,1072884296,121211374,Finland
Europe,Finland,Fortum OYJ,Government Related Bonds,37620604,4250267,Finland
Europe,Finland,Government of Finland,Government,8835321549,998189152,Finland
Europe,Finland,Municipality Finance PLC,Government Related Bonds,3747117282,423338506,Finland
Europe,Finland,Nordea Bank Finland Abp,Securitized Bonds,1902239487,214909532,Finland
Europe,Finland,OP Mortgage Bank,Corporate Bonds/Securitized Bonds,958359129,108272651,Finland
Europe,Finland,Pohjola Bank Oyj,Corporate Bonds,1779952445,201093895,Finland
Europe,Finland,Saastopankkien Keskuspankki Suomi Oyj,Corporate Bonds,48083701,5432358,Finland
Europe,Finland,SATO Oyj,Corporate Bonds,33849948,3824269,Finland
Europe,Finland,Tyottomyysvakuutusrahasto,Government Related Bonds,752531396,85018827,Finland
Europe,France,Accor SA,Corporate Bonds,146771387,16581808,France
Europe,France,Aeroports de Paris,Government Related Bonds,98495957,11127789,France
Europe,France,Agence Francaise de Developpement,Government Related Bonds,5256776181,593895415,France
Europe,France,Air Liquide Finance SA,Corporate Bonds,159973171,18073308,France
Europe,France,Alstom SA,Corporate Bonds,134756551,15224407,France
Europe,France,Areva SA,Government Related Bonds,185213641,20924903,France
Europe,France,Arkea Home Loans SFH,Securitized Bonds,384495548,43439198,France
Europe,France,Arkema SA,Corporate Bonds,28201773,3186155,France
Europe,France,Atos SE,Corporate Bonds,396848063,44834750,France
Europe,France,Autoroutes du Sud de la France SA,Corporate Bonds,797802651,90133443,France
Europe,France,AXA SA,Corporate Bonds,701963033,79305759,France
Europe,France,Banque Federative du Credit Mutuel SA,Corporate Bonds,430311030,48615299,France
Europe,France,BNP Paribas Home Loan SFH SA,Securitized Bonds,2719234449,307211267,France
Europe,France,BNP Paribas SA,Corporate Bonds,1609762977,181866379,France
Europe,France,Bouygues SA,Corporate Bonds,139759992,15789681,France
Europe,France,Bpifrance Financement SA,Government Related Bonds,2541729735,287157296,France
Europe,France,BPCE SA,Corporate Bonds,969141539,109490817,France
Europe,France,BPCE SFH SA,Corporate Bonds/Securitized Bonds,996018860,112527339,France
Europe,France,Caisse Centrale du Credit Immobilier de France SA,Government Related Bonds,501316847,56637332,France
Europe,France,Caisse de Refinancement de l'Habitat SA,Corporate Bonds/Securitized Bonds,6537522962,738590493,France
Europe,France,Caisse d'Amortissement de la Dette Sociale,Government Related Bonds,2918862583,329764678,France
Europe,France,Caisse Francaise de Financement Local,Securitized Bonds,4477629886,505869713,France
Europe,France,Cap Gemini SA,Corporate Bonds,369179694,41708857,France
Europe,France,Carrefour SA,Corporate Bonds,224086802,25316681,France
Europe,France,Christian Dior SE,Corporate Bonds,640986514,72416808,France
Europe,France,Cie de Financement Foncier SA,Securitized Bonds,400112668,45203576,France
Europe,France,Cie de Saint-Gobain,Corporate Bonds,359049904,40564423,France
Europe,France,CIF Euromortgage SA,Corporate Bonds/Securitized Bonds,1127212198,127349184,France
Europe,France,CNP Assurances,Corporate Bonds,46467824,5249801,France
Europe,France,Coface SA,Corporate Bonds,47657859,5384247,France
Europe,France,Credit Agricole Assurances SA,Corporate Bonds,251232632,28383538,France
Europe,France,Credit Agricole Home Loan SFH SA,Securitized Bonds,1850856440,209104424,France
Europe,France,Credit Agricole SA,Corporate Bonds,79684363,9002510,France
Europe,France,Credit Logement SA,Corporate Bonds,54681552,6177764,France
Europe,France,Credit Mutuel Arkea SA,Corporate Bonds,140505451,15873901,France
Europe,France,Credit Mutuel - CIC Home Loan SFH,Corporate Bonds/Securitized Bonds,329402562,37214952,France
Europe,France,Dexia Credit Local SA,Government Related Bonds,6589954397,744514046,France
Europe,France,Edenred,Corporate Bonds,85412075,9649610,France
Europe,France,Electricite de France SA,Government Related Bonds,2118991354,239397533,France
Europe,France,Engie SA,Corporate Bonds,1922757948,217227649,France
Europe,France,Essilor International SA,Corporate Bonds,163315488,18450913,France
Europe,France,Eurofins Scientific SE,Corporate Bonds,979973176,110714544,Luxembourg
Europe,France,Gecina SA,Corporate Bonds,174474943,19711676,France
Europe,France,GIE PSA Tresorerie,Corporate Bonds,54120969,6114431,France
Europe,France,Government of France,Government,41870076631,4730360525,France
Europe,France,Groupama SA,Corporate Bonds,435733587,49227924,France
Europe,France,Groupe Auchan SA,Corporate Bonds,361618361,40854600,France
Europe,France,Holding d'Infrastructures de Transport SAS,Corporate Bonds,314390590,35518942,France
Europe,France,HSBC SFH France SA,Securitized Bonds,307985364,34795298,France
Europe,France,ICADE,Corporate Bonds,243132375,27468395,France
Europe,France,Imerys SA,Corporate Bonds,10240122,1156899,France
Europe,France,Infra Park SAS,Corporate Bonds,146313809,16530112,France
Europe,France,Kering,Corporate Bonds,257549973,29097253,France
Europe,France,Klepierre,Corporate Bonds,185788864,20989890,France
Europe,France,LaSer Cofinoga,Corporate Bonds,70180592,7928801,France
Europe,France,La Banque Postale Home Loan SFH,Securitized Bonds,243846693,27549096,France
Europe,France,La Mondiale SAM,Corporate Bonds,157011941,17738756,France
Europe,France,La Poste SA,Government Related Bonds,330725491,37364412,France
Europe,France,Legrand SA,Corporate Bonds,327082588,36952848,France
Europe,France,LVMH Moet Hennessy Louis Vuitton SE,Corporate Bonds,310157252,35040672,France
Europe,France,Mercialys SA,Corporate Bonds,46664925,5272069,France
Europe,France,Michelin Luxembourg SCS,Corporate Bonds,144882888,16368451,Luxembourg
Europe,France,Natixis SA,Government Related Bonds,234040915,26441268,France
Europe,France,Orange SA,Corporate Bonds,1510660095,170670022,France
Europe,France,Pernod Ricard SA,Corporate Bonds,280719359,31714864,France
Europe,France,Publicis Groupe SA,Corporate Bonds,95504251,10789795,France
Europe,France,Regie Autonome des Transports Parisiens,Government Related Bonds,285603603,32266672,France
Europe,France,Region of Ile de France,Government Related Bonds,366679799,41426426,France
Europe,France,RTE Reseau de Transport d'Electricite SA,Government Related Bonds,141768942,16016646,France
Europe,France,Sanofi,Corporate Bonds,2891467394,326669649,France
Europe,France,SA de Gestion de Stocks de Securite,Government Related Bonds,288661641,32612160,France
Europe,France,Schneider Electric SE,Corporate Bonds,640279297,72336909,France
Europe,France,SES GLOBAL Americas Holdings GP,Corporate Bonds,175223779,19796277,United States
Europe,France,SNCF Mobilites Group,Government Related Bonds,112284467,12685575,France
Europe,France,SNCF Reseau,Government Related Bonds,301092920,34016610,France
Europe,France,Societe Fonciere Lyonnaise SA,Corporate Bonds,115856047,13089082,France
Europe,France,Sodexo SA,Corporate Bonds,101132832,11425696,France
Europe,France,Suez Environnement Co,Corporate Bonds,606796802,68554153,France
Europe,France,TDF Infrastructure SAS,Corporate Bonds,59396111,6710401,France
Europe,France,Technicolor SA,Corporate Bonds,19230,2173,France
Europe,France,Total Capital Canada Ltd,Corporate Bonds,265439696,29988611,Canada
Europe,France,Total Capital International SA,Corporate Bonds,1692883304,191257074,France
Europe,France,Total Capital SA,Corporate Bonds,637918111,72070149,France
Europe,France,Transport et Infrastructures Gaz France SA,Corporate Bonds,215177501,24310134,France
Europe,France,UNEDIC,Government Related Bonds,2237946556,252836749,France
Europe,France,Valeo SA,Corporate Bonds,110559768,12490724,France
Europe,France,Veolia Environnement SA,Corporate Bonds,236507674,26719955,France
Europe,France,Vivendi SA,Corporate Bonds,77591564,8766071,France
Europe,France,Wendel SA,Corporate Bonds,167244402,18894790,France
Europe,Germany,alstria office REIT-AG,Corporate Bonds,86380435,9759013,Germany
Europe,Germany,Allianz Finance II BV,Corporate Bonds,410140452,46336486,Netherlands
Europe,Germany,Bayerische Landesbank,Corporate Bonds/Securitized Bonds,112957619,12761626,Germany
Europe,Germany,Bayerische Landesbodenkreditanstalt,Government Related Bonds,286165989,32330208,Germany
Europe,Germany,Bayer AG,Corporate Bonds,504010904,56941699,Germany
Europe,Germany,Bayer US Finance LLC,Corporate Bonds,1475057067,166647694,United States
Europe,Germany,BASF SE,Corporate Bonds,517754937,58494460,Germany
Europe,Germany,Berlin Hyp AG,Securitized Bonds,781016396,88236980,Germany
Europe,Germany,Bertelsmann SE & Co KGaA,Corporate Bonds,376025878,42482319,Germany
Europe,Germany,BMW Canada Inc,Corporate Bonds,110227563,12453192,Canada
Europe,Germany,Commerzbank AG,Corporate Bonds/Securitized Bonds,1657260376,187232499,Germany
Europe,Germany,Continental Rubber of America Corp,Corporate Bonds,202356885,22861697,United States
Europe,Germany,Daimler AG,Corporate Bonds,103844652,11732069,Germany
Europe,Germany,Daimler Canada Finance Inc,Corporate Bonds,226665791,25608048,Canada
Europe,Germany,Daimler Finance North America LLC,Corporate Bonds,1109384238,125335032,United States
Europe,Germany,Deutsche Apotheker-und Aerztebank eG,Corporate Bonds/Securitized Bonds,238282314,26920449,Germany
Europe,Germany,Deutsche Bahn Finance BV,Government Related Bonds,638370224,72121227,Netherlands
Europe,Germany,Deutsche Genossenschafts-Hypothekenbank AG,Securitized Bonds,163558052,18478317,Germany
Europe,Germany,Deutsche Hypothekenbank AG,Securitized Bonds,875849072,98950903,Germany
Europe,Germany,Deutsche Kreditbank AG,Securitized Bonds,180183774,20356643,Germany
Europe,Germany,Deutsche Pfandbriefbank AG,Securitized Bonds,959162700,108363436,Germany
Europe,Germany,Deutsche Post AG,Corporate Bonds,158271703,17881081,Germany
Europe,Germany,Deutsche Post Finance BV,Corporate Bonds,109317606,12350388,Netherlands
Europe,Germany,Deutsche Telekom International Finance BV,Corporate Bonds,2448987202,276679512,Netherlands
Europe,Germany,Deutsche Wohnen AG,Corporate Bonds,486831856,55000859,Germany
Europe,Germany,Dexia Kommunalbank Deutschland AG,Corporate Bonds/Securitized Bonds,346275753,39121236,Germany
Europe,Germany,DVB Bank SE,Corporate Bonds,483136872,54583411,Germany
Europe,Germany,EMD Finance LLC,Corporate Bonds,725256738,81937415,United States
Europe,Germany,Enbw International Finance BV,Government Related Bonds,38546283,4354848,Netherlands
Europe,Germany,Erste Abwicklungsanstalt,Government Related Bonds,3185113608,359844951,Germany
Europe,Germany,Erste Europaische Pfandbrief- und Kommunalkreditbank AG in Luxemburg SA,Securitized Bonds,204129073,23061914,Luxembourg
Europe,Germany,Eurogrid GmbH,Corporate Bonds,486341312,54945439,Germany
Europe,Germany,Evonik Industries AG,Corporate Bonds,123875383,13995084,Germany
Europe,Germany,EWE AG,Government Related Bonds,175531503,19831043,Germany
Europe,Germany,E.ON International Finance BV,Corporate Bonds,220541948,24916193,Netherlands
Europe,Germany,FMS Wertmanagement AoeR,Government Related Bonds,7963304624,899671194,Germany
Europe,Germany,Gemeinsame Deutsche Bundeslaender,Government Related Bonds,495202429,55946542,Germany
Europe,Germany,Government of Germany,Government,163019454430,18417467892,Germany
Europe,Germany,Grand City Properties SA,Corporate Bonds,217143483,24532245,Luxembourg
Europe,Germany,Hannover Finance Luxembourg SA,Corporate Bonds,33827804,3821768,Luxembourg
Europe,Germany,Hella KGaA Hueck & Co,Corporate Bonds,72312029,8169605,Germany
Europe,Germany,HSH Nordbank AG,Securitized Bonds,286295433,32344833,Germany
Europe,Germany,Hypothekenbank Frankfurt AG,Corporate Bonds/Securitized Bonds,1697170134,191741388,Germany
Europe,Germany,IKB Deutsche Industriebank AG,Corporate Bonds,24038,2716,Germany
Europe,Germany,Kreditanstalt fur Wiederaufbau,Government Related Bonds,33186757630,3749344183,Germany
Europe,Germany,Landeskreditbank Baden-Wuerttemberg Foerderbank,Government Related Bonds,1781188521,201233543,Germany
Europe,Germany,Landwirtschaftliche Rentenbank,Government Related Bonds,1798986865,203244349,Germany
Europe,Germany,Land Thueringen,Government Related Bonds,1001893578,113191048,Germany
Europe,Germany,LBBW,Securitized Bonds,530659286,59952356,Germany
Europe,Germany,MAN SE,Corporate Bonds,51448150,5812464,Germany
Europe,Germany,Merck Financial Services GmbH,Corporate Bonds,643347180,72683509,Germany
Europe,Germany,Muenchener Hypothekenbank eG,Securitized Bonds,1009925218,114098439,Germany
Europe,Germany,Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen,Corporate Bonds,282525259,31918889,Germany
Europe,Germany,Norddeutsche Landesbank Girozentrale,Corporate Bonds/Securitized Bonds,1843985495,208328164,Germany
Europe,Germany,NRW Bank,Government Related Bonds,1878599461,212238750,Germany
Europe,Germany,Robert Bosch GmbH,Corporate Bonds,200095700,22606235,Germany
Europe,Germany,RWE Finance BV,Corporate Bonds,366616457,41419270,Netherlands
Europe,Germany,SAP SE,Corporate Bonds,2184510303,246799675,Germany
Europe,Germany,Siemens Financieringsmaatschappij NV,Corporate Bonds,1998007307,225729104,Netherlands
Europe,Germany,Sparkasse KoelnBonn,Securitized Bonds,383704175,43349791,Germany
Europe,Germany,State of Berlin,Government Related Bonds,1257252343,142040744,Germany
