Region,Country,Name,Industry,Market Value(NOK),Market Value(USD),Voting,Ownership,Incorporation Country
Oceania,Australia,Westfield Holdings,Financials,26040058,2952890,,0.08,Australia
Oceania,Australia,Westfield Trust,Financials,20622870,2338592,,0.07,Australia
Oceania,Australia,Westpac Banking Corporation,Financials,116889727,13255058,,0.1,Australia
Oceania,Australia,Westralian Sands,Oil & Gas,4307640,488478,,0.1,Australia
Oceania,Australia,WMC Resources Ltd,Oil & Gas,42623582,4833428,,0.1,Australia
Oceania,Australia,Woodside Petroleum,Oil & Gas,49287602,5589114,,0.1,Australia
Oceania,Australia,Woolworths Ltd,Consumer Services,45240401,5130170,,0.1,Australia
Europe,Austria,Austria Tabakwerke,Consumer Goods,7108448,806084,,0.07,Austria
Europe,Austria,Austrian Airlines,Consumer Services,1038073,117715,,0.03,Austria
Europe,Austria,Bank Austria,Financials,55447394,6287622,,0.13,Austria
Europe,Austria,Boehler-Uddeholm,Basic Materials,2190811,248434,,0.07,Austria
Europe,Austria,Brau Union AG,Consumer Goods,3277606,371674,,0.09,Austria
Europe,Austria,BWT AG,Industrials,3336451,378347,,0.07,Austria
Europe,Austria,Erste Bank Der Oesterreichischen Sparkassen AG,Financials,4204529,476785,,0.02,Austria
Europe,Austria,EVN AG,Utilities,6963702,789670,,0.08,Austria
Europe,Austria,Flughafen Wien AG,Consumer Services,2543440,288421,,0.05,Austria
Europe,Austria,Immofinanz Immobilien Anlagen AG,Financials,1696156,192341,,0.05,Austria
Europe,Austria,Lenzing AG,Basic Materials,1099483,124679,,0.05,Austria
Europe,Austria,Mayr-Melnhof Karton AG,Basic Materials,3677983,417076,,0.08,Austria
Europe,Austria,Oesterreichische Brau-AG,Consumer Goods,2281262,258690,,0.07,Austria
Europe,Austria,Oesterreichische El Wirtsch,Utilities,11159091,1265418,,0.08,Austria
Europe,Austria,OMV AG,Oil & Gas,142604534,16171065,,0.77,Austria
Europe,Austria,RHI AG,Industrials,2455482,278447,,0.07,Austria
Europe,Austria,Telekom Austria AG,Telecommunications,17887630,2028421,,0.07,Austria
Europe,Austria,Va Technologie A,Industrials,3022501,342745,,0.08,Austria
Europe,Austria,Voest Alpine Stahl AG,Basic Materials,6217068,705003,,0.08,Austria
Europe,Austria,Wienerberger Baustoffindustrie AG,Industrials,9024916,1023407,,0.08,Austria
Europe,Belgium,Almanij,Financials,50315683,5705696,,0.08,Belgium
Europe,Belgium,Barco,Industrials,6073335,688704,,0.07,Belgium
Europe,Belgium,Barconet,Industrials,170945,19385,,0.01,Belgium
Europe,Belgium,Bekaert,Industrials,6983225,791884,,0.08,Belgium
Europe,Belgium,Cie Natle A Portefeuille,Financials,9257578,1049791,,0.05,Belgium
Europe,Belgium,Colruyt,Consumer Services,12125502,1375007,,0.08,Belgium
Europe,Belgium,D'Ieteren Sa,Consumer Services,2466571,279704,,0.02,Belgium
Europe,Belgium,Delhaize Freres Et Cie(Le Lion) Sa Npv,Consumer Services,16524232,1873814,,0.08,Belgium
Europe,Belgium,Dexia,Financials,78211136,8868984,,0.03,Belgium
Europe,Belgium,Electrabel,Utilities,92494978,10488743,,0.09,Belgium
Europe,Belgium,Electrafina,Financials,6469026,733574,,0.01,Belgium
Europe,Belgium,Fortis B,Financials,189995634,21545119,,0.09,Belgium
Europe,Belgium,Gevaert Photo-Producten,Financials,6884613,780701,,0.08,Belgium
Europe,Belgium,Gib,Telecommunications,8141114,923186,,0.08,Belgium
Europe,Belgium,Groupe Bruxelles Lambert,Financials,35841519,4064356,,0.07,Belgium
Europe,Belgium,Interbrew,Health Care,70133822,7953033,,0.05,Belgium
Europe,Belgium,Kbc Bancassurance Holding,Financials,642,73,,0.01,Belgium
Europe,Belgium,Kredietbank,Financials,98948186,11220523,,0.09,Belgium
Europe,Belgium,Melexis,Technology,18553674,2103949,,0.32,Belgium
Europe,Belgium,Mobistar,Telecommunications,4450390,504665,,0.03,Belgium
Europe,Belgium,Societe Europeenne Des Satellites,Consumer Services,24392629,2766075,,0.06,Belgium
Europe,Belgium,Solvay,Basic Materials,30196698,3424244,,0.07,Belgium
Europe,Belgium,Telindus Group,Telecommunications,16964807,1923775,,0.29,Belgium
Europe,Belgium,UCB,Health Care,37603462,4264156,,0.08,Belgium
Europe,Belgium,Union Miniere,Basic Materials,7028413,797008,,0.08,Belgium
North America,Canada,360Networks,Technology,22107030,2506892,,0.03,Canada
North America,Canada,Abitibi-Consolidated Corp,Basic Materials,14649083,1661176,,0.04,Canada
North America,Canada,Agrium,Basic Materials,5712979,647840,,0.04,Canada
North America,Canada,Air Canada,Consumer Services,432257,49017,,0.01,Canada
North America,Canada,Alberta Energy,Oil & Gas,24355819,2761900,,0.04,Canada
North America,Canada,Alcan Aluminium,Basic Materials,34976036,3966211,,0.04,Canada
North America,Canada,Aliant Incorporated,Telecommunications,7008765,794780,,0.03,Canada
North America,Canada,Anderson Exploration,Oil & Gas,9592412,1087760,,0.04,Canada
North America,Canada,Ati Technologies,Technology,3458666,392206,,0.03,Canada
North America,Canada,Ballard Power Systems,Consumer Goods,19749510,2239554,,0.04,Canada
North America,Canada,Bank Of Montreal,Financials,37256062,4224762,,0.03,Canada
North America,Canada,Bank Of Nova Scotia,Financials,38277139,4340550,,0.03,Canada
North America,Canada,Barrick Gold Corporation,Basic Materials,23188614,2629542,,0.04,Canada
North America,Canada,BC Gas,Utilities,3152427,357479,,0.04,Canada
North America,Canada,BCE Emergis,Technology,9875384,1119849,,0.04,Canada
North America,Canada,BCE Inc,Telecommunications,64086286,7267255,,0.03,Canada
North America,Canada,BCT Telus Communications Inc,Telecommunications,20988634,2380068,,0.05,Canada
North America,Canada,Biochem Pharma Inc,Health Care,11493632,1303355,,0.04,Canada
North America,Canada,Biovail,Health Care,17280913,1959620,,0.04,Canada
North America,Canada,Bombardier,Industrials,55371837,6279054,,0.04,Canada
North America,Canada,Brookfield Properties,Financials,5975344,677592,,0.03,Canada
North America,Canada,CAE Industries,Industrials,6046124,685618,,0.04,Canada
North America,Canada,Cameco,Basic Materials,848418,96209,,0.01,Canada
North America,Canada,Canada Life Financial Corporation,Financials,11228842,1273328,,0.03,Canada
North America,Canada,Canadian Imperial Bank,Financials,33209034,3765837,,0.03,Canada
North America,Canada,Canadian National Railway,Industrials,18631124,2112732,,0.02,Canada
North America,Canada,Canadian Natural Resources,Oil & Gas,12172407,1380326,,0.04,Canada
North America,Canada,Canadian Pacific Ltd,Consumer Services,32652017,3702672,,0.04,Canada
North America,Canada,Canadian Tire,Consumer Services,2402694,272461,,0.03,Canada
North America,Canada,Canadian Utilities Ltd,Utilities,4015938,455399,,0.03,Canada
North America,Canada,Celestica,Industrials,30626752,3473012,,0.04,Canada
North America,Canada,CGI Group Inc,Technology,2666677,302396,,0.03,Canada
North America,Canada,Cmac Industries,Industrials,13610504,1543404,,0.04,Canada
North America,Canada,Cognos,Technology,5244113,594672,,0.04,Canada
North America,Canada,Cominco,Basic Materials,4822355,546845,,0.04,Canada
North America,Canada,Dofasco,Basic Materials,3388544,384254,,0.04,Canada
North America,Canada,Domtar,Basic Materials,6249293,708657,,0.04,United States
North America,Canada,Edperbrascan Corp,Financials,11781716,1336023,,0.03,Canada
North America,Canada,Enbridge,Oil & Gas,16900735,1916509,,0.04,Canada
North America,Canada,Fairfax Financial Hldgs,Financials,4380187,496704,,0.03,Canada
North America,Canada,Falcon Bridge,Basic Materials,7089267,803908,,0.04,Canada
North America,Canada,Finning International,Industrials,1891232,214462,,0.03,Canada
North America,Canada,Four Seasons Hotel,Consumer Services,4867831,552002,,0.03,Canada
North America,Canada,Franco Nevada Mining,Financials,6148193,697193,,0.04,Canada
North America,Canada,Gentra,Financials,597096,67709,,0.02,Canada
North America,Canada,George Weston Ltd,Consumer Services,26246512,2976301,,0.04,Canada
North America,Canada,Great West Lifeco,Financials,4449511,504566,,0.01,Canada
North America,Canada,Gulf Canada Resources,Oil & Gas,9371730,1062735,,0.04,Canada
North America,Canada,Hudsons Bay,Consumer Services,1622552,183994,,0.03,Canada
North America,Canada,Husky Energy,Oil & Gas,15089191,1711084,,0.04,Canada
North America,Canada,Imperial Oil,Oil & Gas,39489067,4477980,,0.04,Canada
North America,Canada,Inco,Basic Materials,11164589,1266042,,0.04,Canada
North America,Canada,Investors Group,Financials,9984219,1132190,,0.03,Canada
North America,Canada,Loblaw Cos,Consumer Services,43714953,4957187,,0.05,Canada
North America,Canada,Magna International,Consumer Goods,10819249,1226881,,0.04,Canada
North America,Canada,Manulife Financial Corporation,Financials,43800877,4966931,,0.03,Canada
North America,Canada,MDS Inc,Health Care,7229284,819786,,0.04,Canada
North America,Canada,Methanex Corp,Basic Materials,3173790,359901,,0.03,Canada
North America,Canada,Mitel Corp,Technology,2855846,323847,,0.03,Canada
North America,Canada,Molson Cos,Consumer Goods,4660150,528452,,0.04,Canada
North America,Canada,National Bank Of Canada,Financials,8396310,952125,,0.03,Canada
North America,Canada,Nexen Inc,Oil & Gas,11831357,1341652,,0.05,Canada
North America,Canada,Nexfor Inc,Basic Materials,2260546,256341,,0.04,Canada
North America,Canada,Noranda Inc,Industrials,8863829,1005140,,0.04,Canada
North America,Canada,Norske Skog Canada Limited,Basic Materials,4697984,532742,,0.04,Canada
North America,Canada,Nortel Networks,Technology,341982796,38780155,,0.02,Canada
North America,Canada,Nova Chemicals,Basic Materials,6084439,689963,,0.04,Canada
North America,Canada,Petro-Canada,Oil & Gas,11658390,1322038,,0.02,Canada
North America,Canada,Placer Dome Inc,Basic Materials,11692563,1325913,,0.04,Canada
North America,Canada,Potash Corp Of Saskatchewan,Basic Materials,14814327,1679915,,0.04,Canada
North America,Canada,Power Corp Of Canada,Financials,12556045,1423830,,0.03,Canada
North America,Canada,Power Financial,Financials,24734236,2804812,,0.04,Canada
North America,Canada,Qlt Phototherapeutics,Health Care,6172048,699898,,0.04,Canada
North America,Canada,Quebecor Inc,Consumer Services,2407818,273042,,0.03,Canada
North America,Canada,Research In Motion Limited,Technology,14007981,1588477,,0.03,Canada
North America,Canada,Rogers Communications Inc,Telecommunications,10095382,1144796,,0.05,Canada
North America,Canada,Royal Bank Of Canada,Financials,55495309,6293055,,0.03,Canada
North America,Canada,Royal Group Technologies,Basic Materials,3220510,365199,,0.04,Canada
North America,Canada,Saputo Inc,Consumer Goods,3971181,450324,,0.04,Canada
North America,Canada,Sears Canada,Consumer Services,4412248,500340,,0.03,Canada
North America,Canada,Shaw Communications,Consumer Services,14107937,1599811,,0.04,Canada
North America,Canada,Shell Canada Ltd,Oil & Gas,5240901,594308,,0.01,Canada
North America,Canada,Sun Life Financial Services Of Canada,Financials,34267330,3885846,,0.04,Canada
North America,Canada,Suncor Energy Inc,Oil & Gas,20479815,2322369,,0.04,Canada
North America,Canada,Talisman Energy Inc,Oil & Gas,18128919,2055783,,0.04,Canada
North America,Canada,Teck Corporation,Basic Materials,2717623,308173,,0.03,Canada
North America,Canada,Thomson Corporation,Consumer Services,75423543,8552877,,0.04,Canada
North America,Canada,Toronto-Dominion Bank,Financials,48259600,5472541,,0.03,Canada
North America,Canada,Transalta Corp,Utilities,9028399,1023802,,0.04,Canada
North America,Canada,Transcanada Pipelines,Utilities,19125021,2168739,,0.04,Canada
North America,Canada,Trilon Financial Corp,Financials,2228249,252679,,0.03,Canada
North America,Canada,Trizec Hahn Corporation,Financials,5881833,666988,,0.03,Canada
North America,Canada,United Dominion Industries,Industrials,1370526,155415,,0.03,Canada
North America,Canada,Westcoast Energy,Utilities,9952409,1128583,,0.04,Canada
Europe,Denmark,Carlsberg,Consumer Goods,59321108,6726893,,0.19,Denmark
Europe,Denmark,Christian Hansen Holding A/S,Health Care,2100601,238204,,0.07,Denmark
Europe,Denmark,Codan,Financials,2916394,330713,,0.05,Denmark
Europe,Denmark,Coloplast,Health Care,6753383,765820,,0.08,Denmark
Europe,Denmark,D/S 1912,Consumer Services,33217833,3766835,,0.08,Denmark
Europe,Denmark,D/S Svendborg,Consumer Services,30226164,3427586,,0.08,Denmark
Europe,Denmark,Danisco,Consumer Goods,17223017,1953055,,0.08,Denmark
Europe,Denmark,Danske Bank,Financials,61715467,6998409,,0.05,Denmark
Europe,Denmark,Falck,Consumer Services,19270403,2185225,,0.08,Denmark
Europe,Denmark,Fls Industries,Industrials,3902034,442483,,0.08,Denmark
Europe,Denmark,Gn Store Nord,Technology,16157238,1832198,,0.05,Denmark
Europe,Denmark,Iss A/S,Consumer Services,19183066,2175321,,0.08,Denmark
Europe,Denmark,Jyske Bank,Financials,3287840,372834,,0.05,Denmark
Europe,Denmark,Kobenhavns Lufthavne,Consumer Services,2888951,327601,,0.04,Denmark
Europe,Denmark,Lundbeck(H),Health Care,11983311,1358883,,0.02,Denmark
Europe,Denmark,Navisiondamgaard,Technology,13795286,1564357,,0.24,Denmark
Europe,Denmark,Neurosearch,Health Care,1326950,150473,,0.08,Denmark
Europe,Denmark,Nkt Holding,Industrials,8930239,1012671,,0.08,Denmark
Europe,Denmark,Novo-Nordisk,Health Care,113457350,12865833,,0.11,Denmark
Europe,Denmark,Novozymes,Health Care,9997469,1133693,,0.09,Denmark
Europe,Denmark,SAS Danmark,Consumer Services,871680,98847,,0.02,Denmark
Europe,Denmark,Sophus Berendsen,Consumer Services,3171426,359633,,0.04,Denmark
Europe,Denmark,Tele Danmark A/S,Telecommunications,71107912,8063493,,0.09,Denmark
Europe,Denmark,Topdanmark,Financials,2839256,321966,,0.05,Denmark
Europe,Denmark,Vesta Wind Systems,Oil & Gas,103181924,11700621,,0.21,Denmark
Europe,Denmark,William Demant,Health Care,24000422,2721599,,0.08,Denmark
Europe,Finland,Comptel Oyj,Technology,5315386,602754,,0.04,Finland
Europe,Finland,Elisa Communications Oyj,Telecommunications,26691923,3026810,,0.11,Finland
Europe,Finland,Fortum Corporation,Utilities,5679518,644046,,0.02,Finland
Europe,Finland,Metso Oyj,Industrials,11097134,1258392,,0.08,Finland
Europe,Finland,Nokia Oyj,Technology,2577347550,292265981,,0.07,Finland
Europe,Finland,Outokumpu Oy,Basic Materials,21327323,2418475,,0.26,Finland
Europe,Finland,Perlos Oyj,Industrials,3706616,420323,,0.04,Finland
Europe,Finland,Sampo,Financials,19619709,2224835,,0.07,Finland
Europe,Finland,Sanitec Oyj Abp,Consumer Goods,70,8,,0.0,Finland
Europe,Finland,Sonera Corporation,Telecommunications,126682180,14365502,,0.02,Finland
Europe,Finland,Stora Enso Oyj,Basic Materials,190083233,21555053,,0.14,Finland
Europe,Finland,Tieto Corporation,Technology,28332240,3212819,,0.14,Finland
Europe,Finland,UPM-Kymmene Oy,Basic Materials,97721540,11081424,,0.12,Finland
Europe,France,Accor SA,Consumer Services,58394849,6621857,,0.09,France
Europe,France,Air Liquide,Basic Materials,102205419,11589887,,0.09,France
Europe,France,Alcatel SA,Technology,606962719,68828340,,0.05,France
Europe,France,Alstom,Industrials,88879095,10078709,,0.18,France
Europe,France,Altran Technologies SA,Technology,26936509,3054545,,0.05,France
Europe,France,Ass Gen De France,Financials,96223749,10911578,,0.09,France
Europe,France,Aventis SA,Health Care,687615173,77974165,,0.06,France
Europe,France,Axa,Financials,617159641,69984651,,0.06,France
Europe,France,Bic SA,Consumer Goods,32537366,3689671,,0.17,France
Europe,France,BNP Paribas,Financials,324323019,36777572,,0.09,France
Europe,France,Bouygues,Industrials,170552350,19340290,,0.13,France
Europe,France,Bouygues Offshore S.A.,Industrials,15338949,1739406,,0.23,France
Europe,France,Business Objects SA,Technology,10567185,1198297,,0.05,France
Europe,France,Canal Plus,Consumer Services,6525094,739932,,0.16,France
Europe,France,Cap Gemini Sogeti,Technology,261573064,29661855,,0.15,France
Europe,France,Carrefour SA,Consumer Services,366382432,41547024,,0.1,France
Europe,France,Casino Guichard Perrachon SA,Consumer Services,54033434,6127282,,0.07,France
Europe,France,Castorama Dubois Investissment FF25,Consumer Services,74986869,8503359,,0.08,France
Europe,France,Christian Dior SA,Consumer Goods,194454369,22050731,,0.25,France
Europe,France,Club Mediterranee,Consumer Services,10860525,1231561,,0.08,France
Europe,France,Compagnie De St-Gobain,Industrials,145852812,16539413,,0.13,France
Europe,France,Compagnie Generale D'Industrie Et De Participation,Industrials,22576652,2560147,,0.08,France
Europe,France,Credit Lyonnais SA,Financials,65919849,7475177,,0.06,France
Europe,France,Erid Beghin Say,Health Care,16064545,1821687,,0.08,France
Europe,France,Essilor Intl,Health Care,24195873,2743763,,0.08,France
Europe,France,Esso,Oil & Gas,31508785,3573032,,0.5,France
Europe,France,Euler SA,Financials,2709795,307285,,0.02,France
Europe,France,Eurafrance,Financials,13418629,1521645,,0.05,France
Europe,France,European Aeronautic Defense And Space Company,Industrials,42115668,4775831,,0.03,Netherlands
Europe,France,France Telecom,Telecommunications,150373356,17052033,,0.02,France
Europe,France,Gemplus International SA,Industrials,17303612,1962194,,0.04,Luxembourg
Europe,France,Groupe Danone,Consumer Goods,321758378,36486747,,0.16,France
Europe,France,Havas Advertising SA,Consumer Services,29146074,3305106,,0.14,France
Europe,France,Hermes International,Consumer Goods,30258951,3431304,,0.07,France
Europe,France,Imetal,Basic Materials,11915268,1351167,,0.07,France
Europe,France,L'Oreal SA,Consumer Goods,561806603,63707728,,0.11,France
Europe,France,Lafarge,Industrials,123572647,14012887,,0.15,France
Europe,France,Lagardere S.C.A.,Consumer Services,76679996,8695356,,0.11,France
Europe,France,Legrand SA,Industrials,30176962,3422006,,0.08,France
Europe,France,LVMH Moet-Hennessy Louis Vuitton,Consumer Goods,246034344,27899795,,0.09,France
Europe,France,Michelin (C.G.D.E.),Consumer Goods,208730214,23669583,,0.49,France
Europe,France,Oberthur Card Systems,Industrials,11244595,1275114,,0.11,France
Europe,France,Pechiney,Basic Materials,115423056,13088740,,0.36,France
Europe,France,Pernod-Ricard,Consumer Goods,123293082,13981185,,0.36,France
Europe,France,Peugeot,Consumer Goods,120307427,13642618,,0.13,France
Europe,France,Pinault-Printemps-Redoute,Consumer Services,188238293,21345840,,0.08,France
Europe,France,Renault,Consumer Goods,83823894,9505459,,0.08,France
Europe,France,Rexel,Consumer Services,28244960,3202921,,0.08,France
Europe,France,Sagem,Technology,28431892,3224119,,0.08,France
Europe,France,Sanofi-Synthelabo SA,Health Care,1171068269,132796765,,0.27,France
Europe,France,Schneider Electric,Industrials,84233950,9551959,,0.08,France
Europe,France,Sidel,Industrials,11065351,1254788,,0.08,France
Europe,France,Silicon-On-Insulator Technologies,Technology,24808744,2813261,,0.22,France
Europe,France,Simco-Union Pout L'Habitation,Financials,5275770,598262,,0.05,France
Europe,France,Societe Generale,Financials,362549931,41112426,,0.16,France
Europe,France,Societe Television Francaise,Consumer Services,1156146474,131104663,,0.16,France
Europe,France,Sodexho Alliance,Consumer Services,42823682,4856119,,0.08,France
Europe,France,St Microelectronics NV,Technology,628668045,71289680,,0.18,Netherlands
Europe,France,Suez Lyonnaise Des Eaux,Utilities,268164085,30409263,,0.06,France
Europe,France,Thales Ex Thomson Csf,Industrials,51704259,5863158,,0.07,France
Europe,France,Thomson Multimedia,Consumer Services,41263734,4679224,,0.04,France
Europe,France,Total Fina Elf SA,Oil & Gas,1201048386,136196449,,0.01,France
Europe,France,Unibail,Financials,11161217,1265659,,0.05,France
Europe,France,Usinor,Basic Materials,130393945,14786409,,0.46,France
Europe,France,Valeo,Consumer Goods,25802349,2925934,,0.08,France
Europe,France,Vinci,Industrials,190610141,21614803,,0.45,France
Europe,France,Vivendi Universal,Consumer Services,811765017,92052505,,0.07,France
Europe,Germany,Adidas - Salomon AG,Consumer Goods,19906986,2257412,,0.08,Germany
Europe,Germany,Aixtron AG,Technology,36720087,4163983,,0.12,Germany
Europe,Germany,Allianz AG,Financials,786570179,89195462,,0.1,Germany
Europe,Germany,Altana AG,Basic Materials,42156932,4780511,,0.08,Germany
Europe,Germany,Amb Aachener Und Munchener Beteil,Financials,29623445,3359239,,0.07,Germany
Europe,Germany,Axa Colonia Konzern AG,Financials,19714618,2235598,,0.07,Germany
Europe,Germany,Bankgesellschaft Berlin,Financials,2829637,320875,,0.01,Germany
Europe,Germany,BASF AG,Basic Materials,209351453,23740030,,0.09,Germany
Europe,Germany,Bayer AG,Basic Materials,348100864,39473931,,0.1,Germany
Europe,Germany,Bayerische Hypo-Und Vereinsb,Financials,230000535,26081594,,0.11,Germany
Europe,Germany,Bayerische Motoren Werke AG,Consumer Goods,288503981,32715766,,0.16,Germany
Europe,Germany,Beiersdorf,Consumer Goods,120348226,13647245,,0.16,Germany
Europe,Germany,Bilfinger & Berger Bau AG,Basic Materials,26034168,2952222,,0.69,Germany
Europe,Germany,Brokat Infosystems AG,Technology,1364419,154722,,0.03,Germany
Europe,Germany,Commerzbank AG,Financials,81923543,9289963,,0.06,Germany
Europe,Germany,Continental AG,Consumer Goods,14373545,1629931,,0.08,Germany
Europe,Germany,Daimlerchrysler AG,Consumer Goods,485634385,55069954,,0.07,Germany
Europe,Germany,Degussa-Huls AG,Basic Materials,31226168,3540984,,0.07,Germany
Europe,Germany,Deutsche Bank AG,Financials,417488198,47342314,,0.09,Germany
Europe,Germany,Deutsche Post AG,Industrials,22585690,2561171,,0.01,Germany
Europe,Germany,Deutsche Telekom AG,Telecommunications,253449725,28740684,,0.03,Germany
Europe,Germany,Direkt Anlage Bank AG,Financials,39472107,4476057,,0.21,Germany
Europe,Germany,Dresdner Bank AG,Financials,162523430,18429827,,0.08,Germany
Europe,Germany,E On AG,Utilities,401610870,45541857,,0.1,Germany
Europe,Germany,Elmos Semiconductor AG,Technology,12900063,1462841,,0.3,Germany
Europe,Germany,Em Tv Merchandising AG,Consumer Services,2246986,254804,,0.04,Germany
Europe,Germany,Epcos AG,Industrials,60730298,6886693,,0.12,Germany
Europe,Germany,Ergo Versicherungsgruppe AG,Financials,98849163,11209294,,0.09,Germany
Europe,Germany,Fresenius,Health Care,37973564,4306125,,0.16,Germany
Europe,Germany,Fresenius Medical Care,Health Care,38658174,4383758,,0.08,Germany
Europe,Germany,Gehe AG,Health Care,19468322,2207668,,0.08,Germany
Europe,Germany,Hannover Rueckversicherungs AG,Financials,20271058,2298697,,0.09,Germany
Europe,Germany,Heidelberg (Portland-Zementwerke)Ag,Industrials,18607462,2110048,,0.09,Germany
Europe,Germany,Henkel Kgaa,Consumer Goods,25814178,2927275,,0.04,Germany
Europe,Germany,Hochtief AG,Basic Materials,9026602,1023598,,0.08,Germany
Europe,Germany,Infineon Technologies AG,Technology,173392173,19662320,,0.09,Germany
