Region,Country,Name,Industry,Market Value(NOK),Market Value(USD),Incorporation Country
Europe,Austria,Erste Group Bank AG,Securitized Bonds,748813242,86476530,Austria
Europe,Austria,Government of Austria,Government,12124992321,1400252025,Austria
Europe,Austria,Heta Asset Resolution AG,Government Related Bonds,803370103,92777017,Austria
Europe,Austria,Hypoe NOE Landesbank fuer Niederoesterreich und Wien AG,Securitized Bonds,150338733,17361835,Austria
Europe,Austria,Hypo Tirol Bank AG,Securitized Bonds,201178290,23233030,Austria
Europe,Austria,Hypo Vorarlberg Bank AG,Securitized Bonds,247524499,28585311,Austria
Europe,Austria,KA Finanz AG,Government Related Bonds,350372780,40462722,Austria
Europe,Austria,Oberoesterreichische Landesbank AG,Securitized Bonds,246040371,28413917,Austria
Europe,Austria,OeBB-Infrastruktur AG,Government Related Bonds,603627657,69709805,Austria
Europe,Austria,Oesterreichische Kontrollbank AG,Government Related Bonds,1154326899,133307184,Austria
Europe,Austria,Raiffeisenlandesbank Niederoesterreich-Wien AG,Securitized Bonds,748058115,86389324,Austria
Europe,Austria,Raiffeisenlandesbank Oberoesterreich AG,Securitized Bonds,198202468,22889368,Austria
Europe,Austria,Raiffeisenlandesbank Vorarlberg Waren-und Revisionsverband registrierte GenmbH,Securitized Bonds,237376154,27413332,Austria
Europe,Austria,Raiffeisen-Landesbank Steiermark AG,Securitized Bonds,70433210,8133964,Austria
Europe,Austria,UniCredit Bank Austria AG,Securitized Bonds,335572535,38753519,Austria
Europe,Belgium,Anheuser-Busch InBev Finance Inc,Corporate Bonds,1068582406,123405000,United States
Europe,Belgium,Anheuser-Busch InBev SA/NV,Corporate Bonds,513660059,59319917,Belgium
Europe,Belgium,Anheuser-Busch InBev Worldwide Inc,Corporate Bonds,140932256,16275530,United States
Europe,Belgium,Belfius Bank SA,Securitized Bonds,249127827,28770471,Belgium
Europe,Belgium,BNP Paribas Fortis SA,Securitized Bonds,797571159,92107327,Belgium
Europe,Belgium,Dexia Credit Local SA,Government Related Bonds,4459460352,514999781,France
Europe,Belgium,Elia System Operator SA/NV,Corporate Bonds,169989040,19631146,Belgium
Europe,Belgium,Euroclear Bank SA/NV,Corporate Bonds,19727088,2278178,Belgium
Europe,Belgium,Flemish Community/The,Government Related Bonds,140004929,16168438,Belgium
Europe,Belgium,Government of Belgium,Government,15374963021,1775574164,Belgium
Europe,Belgium,ING Belgium SA,Securitized Bonds,179838201,20768574,Belgium
Europe,Belgium,KBC Group NV,Corporate Bonds,445853783,51489324,Belgium
Latin America,Brazil,Braskem Netherlands Finance BV,Corporate Bonds,335413137,38735111,Netherlands
Latin America,Brazil,Centrais Eletricas Brasileiras SA,Government Related Bonds,176177767,20345850,Brazil
Latin America,Brazil,Government of Brazil,Government,23284364532,2688989627,Brazil
Latin America,Brazil,GTL Trade Finance Inc,Corporate Bonds,61666821,7121579,British Virgin Islands
Latin America,Brazil,Vale Canada Ltd,Corporate Bonds,86185706,9953137,Canada
Latin America,Brazil,Vale Overseas Ltd,Corporate Bonds,282406898,32613697,Cayman Islands
North America,Canada,Air Canada,Corporate Bonds,74385609,8590405,Canada
North America,Canada,Bank of Montreal,Corporate Bonds/Securitized Bonds,1896858179,219058242,Canada
North America,Canada,Bank of Nova Scotia/The,Corporate Bonds/Securitized Bonds,4035082833,465990638,Canada
North America,Canada,Brookfield Asset Management Inc,Corporate Bonds,303162518,35010656,Canada
North America,Canada,Brookfield Finance Inc,Corporate Bonds,450018647,51970303,Canada
North America,Canada,Caisse Centrale Desjardins,Securitized Bonds,299556590,34594226,Canada
North America,Canada,Canada Mortgage & Housing Corp,Government Related Bonds,31785180227,3670704426,Canada
North America,Canada,Canadian Imperial Bank of Commerce,Corporate Bonds/Securitized Bonds,2417949830,279236395,Canada
North America,Canada,Canadian National Railway Co,Corporate Bonds,277546972,32052450,Canada
North America,Canada,Canadian Natural Resources Ltd,Corporate Bonds,502231169,58000054,Canada
North America,Canada,Canadian Pacific Railway Co,Corporate Bonds,233768157,26996663,Canada
North America,Canada,CDP Financial Inc,Government Related Bonds,4388978971,506860254,Canada
North America,Canada,Cenovus Energy Inc,Corporate Bonds,553161064,63881682,Canada
North America,Canada,City of Montreal Canada,Government Related Bonds,250608669,28941486,Canada
North America,Canada,City of Toronto Canada,Government Related Bonds,890073145,102789898,Canada
North America,Canada,CPPIB Capital Inc,Government Related Bonds,873403308,100864786,Canada
North America,Canada,Dream Global Funding I Sarl,Corporate Bonds,442972617,51156594,Luxembourg
North America,Canada,Enbridge Inc,Corporate Bonds,874343119,100973319,Canada
North America,Canada,Encana Corp,Corporate Bonds,133390372,15404557,Canada
North America,Canada,Export Development Canada,Government Related Bonds,304818820,35201933,Canada
North America,Canada,Fairfax Financial Holdings Ltd,Corporate Bonds,200982336,23210400,Canada
North America,Canada,Federation des Caisses Desjardins du Quebec,Corporate Bonds,1379074599,159262121,Canada
North America,Canada,Goldcorp Inc,Corporate Bonds,218678306,25254015,Canada
North America,Canada,Government of Canada,Government,18274864701,2110468660,Canada
North America,Canada,Great-West Lifeco Inc,Corporate Bonds,131955778,15238883,Canada
North America,Canada,Hydro-Quebec,Government Related Bonds,557488344,64381417,Canada
North America,Canada,Magna International Inc,Corporate Bonds,299715599,34612589,Canada
North America,Canada,Manulife Financial Corp,Corporate Bonds,414057306,47817315,Canada
North America,Canada,Methanex Corp,Corporate Bonds,81996646,9469364,Canada
North America,Canada,Municipal Finance Authority of British Columbia,Government Related Bonds,2420478614,279528431,Canada
North America,Canada,Muskrat Falls / Labrador Transmission Assets Funding Trust,Government Related Bonds,152272961,17585209,Canada
North America,Canada,National Bank of Canada,Securitized Bonds,352841246,40747792,Canada
North America,Canada,NOVA Chemicals Corp,Government Related Bonds,94449159,10907440,Canada
North America,Canada,Ontario Electricity Financial Corp,Government Related Bonds,237638812,27443665,Canada
North America,Canada,Petro-Canada,Corporate Bonds,396079586,45741162,Canada
North America,Canada,Province of Alberta Canada,Government Related Bonds,2463498618,284496587,Canada
North America,Canada,Province of British Columbia Canada,Government Related Bonds,2749070074,317475742,Canada
North America,Canada,Province of Manitoba Canada,Government Related Bonds,2074094689,239526361,Canada
North America,Canada,Province of New Brunswick Canada,Government Related Bonds,1101172612,127168673,Canada
North America,Canada,Province of Nova Scotia Canada,Government Related Bonds,556244156,64237732,Canada
North America,Canada,Province of Ontario Canada,Government Related Bonds,16190073310,1869706993,Canada
North America,Canada,Province of Quebec Canada,Government Related Bonds,11526227265,1331103776,Canada
North America,Canada,Province of Saskatchewan Canada,Government Related Bonds,203873098,23544239,Canada
North America,Canada,Regional Municipality of Peel Ontario,Government Related Bonds,105666931,12202922,Canada
North America,Canada,Regional Municipality of York,Government Related Bonds,238856030,27584235,Canada
North America,Canada,Royal Bank of Canada,Corporate Bonds/Securitized Bonds,5190554820,599430062,Canada
North America,Canada,Teck Resources Ltd,Corporate Bonds,72931077,8422429,Canada
North America,Canada,Thomson Reuters Corp,Corporate Bonds,55143257,6368207,Canada
North America,Canada,Toronto-Dominion Bank/The,Corporate Bonds/Securitized Bonds,4361302606,503664055,Canada
North America,Canada,Transcanada Trust,Corporate Bonds,270119923,31194739,Canada
North America,Canada,TransCanada PipeLines Ltd,Corporate Bonds,701697325,81035359,Canada
North America,Canada,Waste Connections Inc,Corporate Bonds,177220329,20466250,Canada
Latin America,Chile,Banco del Estado de Chile,Government Related Bonds,257431652,29729437,Chile
Latin America,Chile,Banco Santander Chile,Corporate Bonds,254153413,29350850,Chile
Latin America,Chile,Colbun SA,Corporate Bonds,97140914,11218297,Chile
Latin America,Chile,Corp Nacional del Cobre de Chile,Government Related Bonds,134435120,15525210,Chile
Latin America,Chile,Empresa de Transporte de Pasajeros Metro SA,Corporate Bonds,251789282,29077829,Chile
Latin America,Chile,Empresa Nacional de Telecomunicaciones SA,Corporate Bonds,341729891,39464600,Chile
Latin America,Chile,Government of Chile,Government,1585991438,183157866,Chile
Latin America,Chile,Transelec SA,Corporate Bonds,216608127,25014941,Chile
Asia,China,Alibaba Group Holding Ltd,Corporate Bonds,957765202,110607300,Cayman Islands
Asia,China,Bank of China Ltd,Government Related Bonds,99429956,11482646,China
Asia,China,China Development Bank,Government Related Bonds,148396322,17137516,China
Asia,China,Export-Import Bank of China/The,Government Related Bonds,6786427820,783729098,China
Asia,China,Government of China,Government,1974135854,227982637,China
Asia,China,Nexen Energy ULC,Government Related Bonds,166391578,19215694,Canada
Asia,China,State Grid Overseas Investment 2016 Ltd,Corporate Bonds,438850773,50680583,British Virgin Islands
Asia,China,Tencent Holdings Ltd,Corporate Bonds,788234385,91029072,Cayman Islands
Latin America,Colombia,Government of Colombia,Government,10790204308,1246104330,Colombia
Latin America,Colombia,Oleoducto Central SA,Government Related Bonds,214647340,24788500,Colombia
Europe,Croatia,Government of Croatia,Government,203798871,23535667,Croatia
Europe,Cyprus,Government of Cyprus,Government,485758429,56097703,Cyprus
Europe,Czech Republic,CPI Property Group SA,Corporate Bonds,109180934,12608736,Luxembourg
Europe,Czech Republic,Government of the Czech Republic,Government,329775801,38084085,Czech Republic
Europe,Denmark,Danske Bank A/S,Corporate Bonds,1929147607,222787180,Denmark
Europe,Denmark,DLR Kredit A/S,Securitized Bonds,410759564,47436476,Denmark
Europe,Denmark,Government of Denmark,Government,9177478607,1059859063,Denmark
Europe,Denmark,ISS Global A/S,Corporate Bonds,72326360,8352594,Denmark
Europe,Denmark,Jyske Realkredit A/S,Securitized Bonds,799022262,92274907,Denmark
Europe,Denmark,Kommunekredit,Government Related Bonds,1607007209,185584868,Denmark
Europe,Denmark,Nordea Kredit Realkreditaktieselskab,Securitized Bonds,1845521815,213129674,Denmark
Europe,Denmark,Nykredit Realkredit A/S,Securitized Bonds,473372654,54667335,Denmark
Europe,Denmark,Orsted A/S,Government Related Bonds,475741531,54940904,Denmark
Europe,Denmark,Sydbank A/S,Corporate Bonds,294501730,34010466,Denmark
Europe,Denmark,TDC A/S,Corporate Bonds,301558493,34825415,Denmark
Europe,Finland,Aktia Bank OYJ,Securitized Bonds,380197849,43907064,Finland
Europe,Finland,Alandsbanken Abp,Corporate Bonds,493080918,56943339,Finland
Europe,Finland,Danske Kiinnitysluottopankki Oyj,Securitized Bonds,149050918,17213112,Finland
Europe,Finland,Elisa OYJ,Corporate Bonds,477072573,55094619,Finland
Europe,Finland,Finnfund,Government Related Bonds,445132217,51405994,Finland
Europe,Finland,Finnvera OYJ,Government Related Bonds,1085267819,125331911,Finland
Europe,Finland,Government of Finland,Government,11718313755,1353286842,Finland
Europe,Finland,Municipality Finance PLC,Government Related Bonds,815058228,94126817,Finland
Europe,Finland,Nordea Bank Abp,Corporate Bonds,2186870438,252550243,Finland
Europe,Finland,Nordea Mortgage Bank Plc,Securitized Bonds,1894631558,218801101,Finland
Europe,Finland,Oma Saastopankki Oyj,Securitized Bonds,593254317,68511842,Finland
Europe,Finland,OP Corporate Bank plc,Corporate Bonds,1773298508,204788981,Finland
Europe,Finland,OP Mortgage Bank,Securitized Bonds,647872123,74819367,Finland
Europe,Finland,Sampo Oyj,Corporate Bonds,129774341,14986961,Finland
Europe,Finland,SP-Kiinnitysluottopankki Oyj,Securitized Bonds,436303541,50386417,Finland
Europe,Finland,Stora Enso OYJ,Corporate Bonds,437896289,50570355,Finland
Europe,Finland,Suomen Hypoteekkiyhdistys,Securitized Bonds,688278474,79485685,Finland
Europe,Finland,Tyottomyysvakuutusrahasto,Government Related Bonds,448139926,51753339,Finland
Europe,France,Agence Francaise de Developpement,Government Related Bonds,2097086832,242181604,France
Europe,France,Agence France Locale,Government Related Bonds,298873324,34515319,France
Europe,France,Air Liquide Finance SA,Corporate Bonds,624521784,72122759,France
Europe,France,Altareit SCA,Corporate Bonds,168187363,19423080,France
Europe,France,ALD SA,Corporate Bonds,490145239,56604313,France
Europe,France,Arkea Home Loans SFH SA,Securitized Bonds,789848486,91215476,France
Europe,France,Atos SE,Corporate Bonds,410397422,47394654,France
Europe,France,Auchan Holding SADIR,Corporate Bonds,362950908,41915304,France
Europe,France,Autoroutes du Sud de la France SA,Corporate Bonds,585381144,67602610,France
Europe,France,AXA Bank Europe SCF,Securitized Bonds,117087396,13521812,France
Europe,France,AXA SA,Corporate Bonds,621244434,71744274,France
Europe,France,Banque Federative du Credit Mutuel SA,Corporate Bonds,1569305740,181230922,France
Europe,France,BNP Paribas Cardif SA,Corporate Bonds,319309530,36875390,France
Europe,France,BNP Paribas SA,Corporate Bonds,3373439160,389580866,France
Europe,France,Bpifrance Financement SA,Government Related Bonds,2685204192,310100205,France
Europe,France,BPCE SA,Corporate Bonds,3156036895,364474215,France
Europe,France,BPCE SFH SA,Securitized Bonds,699346614,80763887,France
Europe,France,Caisse Centrale du Credit Immobilier de France SA,Government Related Bonds,1297514826,149843209,France
Europe,France,Caisse des Depots et Consignations,Government Related Bonds,100566039,11613847,France
Europe,France,Caisse de Refinancement de l'Habitat SA,Securitized Bonds,896554710,103538420,France
Europe,France,Caisse d'Amortissement de la Dette Sociale,Government Related Bonds,835509202,96488593,France
Europe,France,Caisse Francaise de Financement Local,Securitized Bonds,3290122473,379959058,France
Europe,France,Caisse Nationale de Reassurance Mutuelle Agricole Groupama,Corporate Bonds,202604130,23397693,France
Europe,France,Capgemini SE,Corporate Bonds,176271126,20356632,France
Europe,France,Carrefour SA,Corporate Bonds,322333198,37224577,France
Europe,France,Christian Dior SE,Corporate Bonds,850389681,98207062,France
Europe,France,Cie de Financement Foncier SA,Securitized Bonds,1149282608,132724645,France
Europe,France,CIF Euromortgage SA,Securitized Bonds,995247537,114935939,France
Europe,France,CNP Assurances,Corporate Bonds,108589158,12540395,France
Europe,France,Credit Agricole Assurances SA,Corporate Bonds,956123211,110417675,France
Europe,France,Credit Agricole Home Loan SFH SA,Securitized Bonds,1981801982,228867958,France
Europe,France,Credit Agricole Public Sector SCF SA,Securitized Bonds,197420659,22799081,France
Europe,France,Credit Agricole SA,Corporate Bonds,1738864657,200812396,France
Europe,France,Credit Mutuel Arkea SA,Corporate Bonds,141996238,16398404,France
Europe,France,Credit Mutuel - CIC Home Loan SFH SA,Securitized Bonds,397556212,45911690,France
Europe,France,Danone SA,Corporate Bonds,562561870,64967332,France
Europe,France,Electricite de France SA,Government Related Bonds,3103321036,358386335,France
Europe,France,Engie SA,Corporate Bonds,1939262390,223955283,France
Europe,France,EssilorLuxottica SA,Corporate Bonds,166054921,19176815,France
Europe,France,Eurofins Scientific SE,Corporate Bonds,786914587,90876655,Luxembourg
Europe,France,Euronext NV,Corporate Bonds,80146349,9255683,Netherlands
Europe,France,Eutelsat SA,Corporate Bonds,104636133,12083880,France
Europe,France,Gecina SA,Corporate Bonds,624104158,72074529,France
Europe,France,Government of France,Government,47998479771,5543093695,France
Europe,France,ICADE,Corporate Bonds,1882721,217426,France
Europe,France,Iliad SA,Corporate Bonds,175023467,20212546,France
Europe,France,Indigo Group SAS,Corporate Bonds,52241852,6033139,France
Europe,France,Klepierre SA,Corporate Bonds,202000642,23327999,France
Europe,France,La Banque Postale Home Loan SFH SA,Securitized Bonds,505131746,58335027,France
Europe,France,La Banque Postale SA,Government Related Bonds,290413876,33538381,France
Europe,France,La Poste SA,Government Related Bonds,198877207,22967290,France
Europe,France,LVMH Moet Hennessy Louis Vuitton SE,Corporate Bonds,308861050,35668749,France
Europe,France,Michelin Luxembourg SCS,Corporate Bonds,39817863,4598357,Luxembourg
Europe,France,MMB SCF SACA,Securitized Bonds,247896650,28628289,France
Europe,France,Orange SA,Corporate Bonds,423333294,48888551,France
Europe,France,Pernod Ricard SA,Corporate Bonds,270139358,31196983,France
Europe,France,Publicis Groupe SA,Corporate Bonds,101055144,11670331,France
Europe,France,RCI Banque SA,Corporate Bonds,117580459,13578753,France
Europe,France,Regie Autonome des Transports Parisiens,Government Related Bonds,410949245,47458382,France
Europe,France,Region of Ile de France,Government Related Bonds,894089608,103253738,France
Europe,France,RTE Reseau de Transport d'Electricite SADIR,Government Related Bonds,441968098,51040587,France
Europe,France,Sanofi,Corporate Bonds,3707164229,428121031,France
Europe,France,Schneider Electric SE,Corporate Bonds,845698329,97665282,France
Europe,France,SCOR SE,Corporate Bonds,20570517,2375582,France
Europe,France,SES GLOBAL Americas Holdings GP,Corporate Bonds,173914987,20084533,United States
Europe,France,SFIL SA,Government Related Bonds,487082437,56250606,France
Europe,France,SNCF Mobilites,Government Related Bonds,95971821,11083284,France
Europe,France,SNCF Reseau EPIC,Government Related Bonds,706111147,81545088,France
Europe,France,Societe Du Grand Paris EPIC,Government Related Bonds,822748471,95014923,France
Europe,France,Societe Fonciere Lyonnaise SA,Corporate Bonds,409385409,47277782,France
Europe,France,Societe Generale SA,Corporate Bonds,1894757588,218815656,France
Europe,France,Societe Generale SFH SA,Securitized Bonds,1415130591,163426040,France
Europe,France,Sodexo SA,Corporate Bonds,104809425,12103893,France
Europe,France,TDF Infrastructure SAS,Corporate Bonds,63572270,7341629,France
Europe,France,Technicolor SA,Corporate Bonds,19995,2309,France
Europe,France,Terega SA,Corporate Bonds,210578887,24318656,France
Europe,France,Total Capital International SA,Corporate Bonds,557206982,64348924,France
Europe,France,Total Capital SA,Corporate Bonds,221542621,25584800,France
Europe,France,TOTAL SA,Corporate Bonds,1097559031,126751359,France
Europe,France,Ubisoft Entertainment SA,Corporate Bonds,218372730,25218726,France
Europe,France,UNEDIC ASSEO,Government Related Bonds,2206308903,254795090,France
Europe,France,Veolia Environnement SA,Corporate Bonds,291689279,33685671,France
Europe,France,Vinci SA,Corporate Bonds,129170654,14917244,France
Europe,France,Vivendi SA,Corporate Bonds,301673994,34838754,France
Europe,France,Wendel SA,Corporate Bonds,173252830,20008064,France
Europe,Germany,Aareal Bank AG,Corporate Bonds/Securitized Bonds,3094938815,357418316,Germany
Europe,Germany,Allianz Finance II BV,Corporate Bonds,546585789,63122337,Netherlands
Europe,Germany,Allianz SE,Corporate Bonds,29592375,3417469,Germany
Europe,Germany,Aroundtown SA,Corporate Bonds,113241158,13077630,Luxembourg
Europe,Germany,Bayerische Landesbank,Securitized Bonds,494449448,57101384,Germany
Europe,Germany,Bayerische Landesbodenkreditanstalt,Government Related Bonds,506535471,58497136,Germany
Europe,Germany,Bayer US Finance II LLC,Corporate Bonds,492376443,56861983,United States
Europe,Germany,Bayer US Finance LLC,Corporate Bonds,689253487,79598285,United States
Europe,Germany,BASF SE,Corporate Bonds,943203361,108925629,Germany
Europe,Germany,Berlin Hyp AG,Securitized Bonds,2736226352,315992488,Germany
Europe,Germany,Bertelsmann SE & Co KGaA,Corporate Bonds,297673682,34376779,Germany
Europe,Germany,BMW Finance NV,Corporate Bonds,246175325,28429502,Netherlands
Europe,Germany,Brenntag Finance BV,Corporate Bonds,192143428,22189641,Netherlands
Europe,Germany,Commerzbank AG,Corporate Bonds/Securitized Bonds,8160338326,942394845,Germany
Europe,Germany,Continental AG,Corporate Bonds,198013721,22867570,Germany
Europe,Germany,Continental Rubber of America Corp,Corporate Bonds,208917429,24126783,United States
Europe,Germany,Daimler Finance North America LLC,Corporate Bonds,87527834,10108132,United States
Europe,Germany,Deutsche Apotheker-und Aerztebank eG,Securitized Bonds,500243455,57770503,Germany
Europe,Germany,Deutsche Bahn Finance GMBH,Government Related Bonds,55793393,6443287,Germany
Europe,Germany,Deutsche Bank AG,Corporate Bonds/Securitized Bonds,2620334293,302608719,Germany
Europe,Germany,Deutsche Hypothekenbank AG,Securitized Bonds,2579394079,297880748,Germany
Europe,Germany,Deutsche Kreditbank AG,Securitized Bonds,199072415,22989833,Germany
Europe,Germany,Deutsche Pfandbriefbank AG,Securitized Bonds,3111651201,359348343,Germany
Europe,Germany,Deutsche Post AG,Corporate Bonds,161247183,18621595,Germany
Europe,Germany,Deutsche Post Finance BV,Corporate Bonds,109506796,12646368,Netherlands
Europe,Germany,Deutsche Telekom International Finance BV,Corporate Bonds,3120766345,360401003,Netherlands
Europe,Germany,Deutsche Wohnen SE,Corporate Bonds,506010731,58436536,Germany
Europe,Germany,DZ HYP AG,Securitized Bonds,1153074939,133162601,Germany
Europe,Germany,EMD Finance LLC,Corporate Bonds,1008619284,116480172,United States
Europe,Germany,Erste Abwicklungsanstalt,Government Related Bonds,497533727,57457571,Germany
Europe,Germany,Eurogrid GmbH,Corporate Bonds,178804953,20649250,Germany
Europe,Germany,E.ON SE,Corporate Bonds,793116906,91592928,Germany
Europe,Germany,FMS Wertmanagement,Government Related Bonds,8534802397,985639745,Germany
Europe,Germany,Gemeinsame Deutsche Bundeslaender,Government Related Bonds,535701413,61865358,Germany
Europe,Germany,Government of Germany,Government,106116278250,12254814647,Germany
Europe,Germany,Grand City Properties SA,Corporate Bonds,92214445,10649365,Luxembourg
Europe,Germany,Hamburger Sparkasse AG,Securitized Bonds,747263253,86297530,Germany
Europe,Germany,Hella GmbH & Co KGaA,Corporate Bonds,72444961,8366290,Germany
Europe,Germany,Henkel AG & Co KGaA,Corporate Bonds,296682076,34262263,Germany
Europe,Germany,HSH Finanzfonds AoeR,Government Related Bonds,1091419741,126042365,Germany
Europe,Germany,HSH Nordbank AG,Securitized Bonds,1134685323,131038881,Germany
Europe,Germany,innogy Finance BV,Corporate Bonds,2250461465,259894039,Netherlands
Europe,Germany,Investitionsbank Schleswig-Holstein,Government Related Bonds,248018205,28642327,Germany
Europe,Germany,ING-DiBa AG,Securitized Bonds,497028668,57399244,Germany
Europe,Germany,Kreditanstalt fur Wiederaufbau,Government Related Bonds,27475459312,3172997270,Germany
Europe,Germany,Landesbank Baden-Wuerttemberg,Government Related Bonds,2422758331,279791704,Germany
Europe,Germany,Landesbank Hessen-Thueringen Girozentrale,Securitized Bonds,2515030279,290447709,Germany
Europe,Germany,Landeskreditbank Baden-Wuerttemberg Foerderbank,Government Related Bonds,1443120343,166658430,Germany
Europe,Germany,Landwirtschaftliche Rentenbank,Government Related Bonds,3974057568,458943149,Germany
Europe,Germany,Land Berlin,Government Related Bonds,1053517386,121665220,Germany
Europe,Germany,Land Thueringen,Government Related Bonds,982720069,113489207,Germany
Europe,Germany,Merck Financial Services GmbH,Corporate Bonds,439547726,50761071,Germany
Europe,Germany,Muenchener Hypothekenbank eG,Securitized Bonds,951650209,109901111,Germany
Europe,Germany,Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen,Corporate Bonds,284382935,32841900,Germany
Europe,Germany,Natixis Pfandbriefbank AG,Securitized Bonds,586618454,67745501,Germany
Europe,Germany,Norddeutsche Landesbank Girozentrale,Government Related Bonds,1968172055,227293909,Germany
Europe,Germany,NRW Bank,Government Related Bonds,1796544256,207473511,Germany
Europe,Germany,O2 Telefonica Deutschland Finanzierungs GmbH,Corporate Bonds,330587745,38177852,Germany
Europe,Germany,Robert Bosch GmbH,Corporate Bonds,213524690,24658851,Germany
Europe,Germany,Santander Consumer Bank AG,Securitized Bonds,392973962,45382510,Germany
Europe,Germany,SAP SE,Corporate Bonds,3201810586,369760379,Germany
Europe,Germany,Siemens Financieringsmaatschappij NV,Corporate Bonds,1953572087,225607835,Netherlands
Europe,Germany,Sparkasse KoelnBonn,Securitized Bonds,403046778,46545767,Germany
Europe,Germany,State of Brandenburg,Government Related Bonds,1077326394,124414798,Germany
Europe,Germany,State of Bremen,Government Related Bonds,259414135,29958383,Germany
Europe,Germany,State of Lower Saxony,Government Related Bonds,3803269003,439219670,Germany
Europe,Germany,State of North Rhine-Westphalia Germany,Government Related Bonds,6348509241,733156169,Germany
Europe,Germany,State of Rhineland-Palatinate,Government Related Bonds,750081191,86622959,Germany
Europe,Germany,State of Schleswig-Holstein Germany,Government Related Bonds,741021915,85576750,Germany
Europe,Germany,Symrise AG,Corporate Bonds,201136282,23228178,Germany
Europe,Germany,Talanx Finanz Luxembourg SA,Corporate Bonds,49668505,5735956,Luxembourg
Europe,Germany,UniCredit Bank AG,Securitized Bonds,984095653,113648066,Germany
Europe,Germany,Volkswagen Bank GmbH,Corporate Bonds,77155656,8910304,Germany
Europe,Germany,Volkswagen Financial Services AG,Corporate Bonds,716219168,82712410,Germany
Europe,Germany,Volkswagen International Finance NV,Corporate Bonds,2144620921,247671067,Netherlands
Europe,Germany,Volkswagen Leasing GmbH,Corporate Bonds,407200571,47025467,Germany
Europe,Germany,Vonovia Finance BV,Corporate Bonds,1963332821,226735052,Netherlands
Europe,Germany,Wuerth Finance International BV,Corporate Bonds,173690145,20058568,Netherlands
Europe,Germany,Wuestenrot Bausparkasse AG,Securitized Bonds,548048806,63291294,Germany
Europe,Germany,ZF North America Capital Inc,Corporate Bonds,36050599,4163295,United States
Asia,Hong Kong,AIA Group Ltd,Corporate Bonds,252614537,29173133,Hong Kong
Asia,Hong Kong,CK Hutchison Europe Finance 18 Ltd,Corporate Bonds,320739740,37040557,Cayman Islands
Asia,Hong Kong,CK Hutchison Finance 16 II Ltd,Corporate Bonds,172182088,19884410,Cayman Islands
